timeindex,acaes_NDE,hydrogen_NDE,hydrogen_SDE,li-ion_NDE,li-ion_SDE,phs_NDE,phs_SDE,redox_NDE,redox_SDE,tes_NDE,tes_SDE
2050-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,8539.674,850.0,349014.28,0.0,0.0,119878.73,528482.4
2050-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,339514.56,0.0,0.0,121498.73,528482.4
2050-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,330014.84,0.0,0.0,123118.73,528482.4
2050-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,320515.11,0.0,0.0,124738.73,528482.4
2050-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,311015.39,0.0,0.0,126358.73,528482.4
2050-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,311015.39,0.0,0.0,125554.05,519371.29
2050-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,12308.981,850.0,311015.39,0.0,0.0,123554.05,510260.18
2050-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,14884.855,850.0,311015.39,0.0,0.0,121554.05,501149.07
2050-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,26151.581,856.29,311167.59,0.0,0.0,119554.05,492037.96
2050-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,38460.563,882.69667,311806.56,0.0,0.0,117554.05,482926.85
2050-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,50769.544,928.65333,312918.57,0.0,0.0,115855.25,473815.73
2050-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,63078.525,981.92,314207.47,0.0,0.0,115217.59,464704.62
2050-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,75387.506,1026.7433,315292.06,0.0,0.0,115488.97,455593.51
2050-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1053.7733,315946.11,0.0,0.0,116298.22,446482.4
2050-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1059.44,316083.23,0.0,0.0,117075.49,441257.67
2050-01-01 15:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1059.44,316083.23,0.0,0.0,117649.91,440442.36
2050-01-01 16:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1059.44,316083.23,0.0,0.0,116712.86,433824.74
2050-01-01 17:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1059.44,316083.23,0.0,0.0,114779.15,428133.98
2050-01-01 18:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1059.44,316083.23,0.0,0.0,112779.15,424888.83
2050-01-01 19:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1059.44,316083.23,0.0,0.0,111240.31,424496.48
2050-01-01 20:00:00+00:00,0.0,0.0,0.0,0.0,79153.429,1059.44,316083.23,0.0,0.0,110894.98,424496.48
2050-01-01 21:00:00+00:00,0.0,0.0,0.0,0.0,65774.101,1059.44,311714.1,0.0,0.0,112514.98,424496.48
2050-01-01 22:00:00+00:00,0.0,0.0,0.0,0.0,52394.774,1059.44,302214.37,0.0,0.0,114134.98,424496.48
2050-01-01 23:00:00+00:00,0.0,0.0,0.0,0.0,39015.447,1059.44,298496.77,0.0,0.0,115754.98,424496.48
2050-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,27046.058,1059.44,298496.77,0.0,0.0,117374.98,424496.48
2050-01-02 01:00:00+00:00,0.0,0.0,0.0,0.0,17058.879,1059.44,298496.77,0.0,0.0,118994.98,424496.48
2050-01-02 02:00:00+00:00,681.07916,0.0,0.0,0.0,16588.753,1059.44,289438.21,0.0,0.0,120614.98,424496.48
2050-01-02 03:00:00+00:00,1362.1583,0.0,0.0,1196.0301,6352.3172,1059.44,289438.21,0.0,0.0,122234.98,424496.48
2050-01-02 04:00:00+00:00,2043.2375,0.0,0.0,1196.0301,0.0,1059.44,279938.49,0.0,0.0,123854.98,424496.48
2050-01-02 05:00:00+00:00,2724.3166,0.0,0.0,1196.0301,0.0,1059.44,279938.49,149.72711,0.0,122897.18,415524.79
2050-01-02 06:00:00+00:00,3405.3958,0.0,0.0,3898.0016,12308.981,1059.44,279938.49,299.45422,0.0,120897.18,406413.68
2050-01-02 07:00:00+00:00,4086.4749,0.0,0.0,6599.9731,21286.129,1059.44,279938.49,449.18134,0.0,118897.18,397302.57
2050-01-02 08:00:00+00:00,4086.4749,0.0,0.0,9301.9446,33595.11,1068.28,280152.39,459.00384,0.0,116897.18,388191.46
2050-01-02 09:00:00+00:00,4383.291,0.0,0.0,10185.685,45904.091,1093.8367,280770.78,459.00384,0.0,115661.36,379080.34
2050-01-02 10:00:00+00:00,5064.3701,0.0,0.0,11030.127,58213.072,1133.05,281719.63,459.00384,0.0,115833.51,369969.23
2050-01-02 11:00:00+00:00,5244.3245,0.0,0.0,13732.099,70522.053,1179.8,282850.84,552.42,0.0,116741.01,360858.12
2050-01-02 12:00:00+00:00,5580.0,0.0,0.0,16434.07,82831.035,1221.3367,283855.91,552.42,0.0,118361.01,351747.01
2050-01-02 13:00:00+00:00,5580.0,0.0,0.0,18310.5,83414.5,1245.3067,284435.91,552.42,0.0,119981.01,342635.9
2050-01-02 14:00:00+00:00,5580.0,0.0,0.0,18310.5,83414.5,1249.9533,278689.76,552.42,0.0,118937.72,342635.9
2050-01-02 15:00:00+00:00,5580.0,0.0,0.0,18310.5,73637.001,1249.9533,278689.76,552.42,0.0,116937.72,342635.9
2050-01-02 16:00:00+00:00,5580.0,0.0,0.0,18310.5,73637.001,1249.9533,274179.46,552.42,0.0,114937.72,342635.9
2050-01-02 17:00:00+00:00,5580.0,0.0,0.0,18310.5,73637.001,1249.9533,269983.25,552.42,0.0,112937.72,342635.9
2050-01-02 18:00:00+00:00,5580.0,0.0,0.0,18310.5,73637.001,1249.9533,264629.65,552.42,0.0,110937.72,342635.9
2050-01-02 19:00:00+00:00,5580.0,0.0,0.0,18310.5,73637.001,1249.9533,258052.19,552.42,0.0,108937.72,342635.9
