timeindex,acaes_NDE,hydrogen_NDE,hydrogen_SDE,li-ion_NDE,li-ion_SDE,phs_NDE,phs_SDE,redox_NDE,redox_SDE,tes_NDE,tes_SDE
2050-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,357418.94,0.0,0.0,123120.0,577830.41
2050-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,352894.86,0.0,0.0,124740.0,577830.41
2050-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,352894.86,0.0,0.0,126360.0,579490.22
2050-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,572.33915,850.0,352894.86,0.0,0.0,127980.0,586870.22
2050-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,2915.0293,850.0,352894.86,0.0,0.0,129600.0,590400.0
2050-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,850.0,352894.86,0.0,0.0,127600.0,581288.89
2050-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,12308.981,850.0,352894.86,0.0,0.0,125600.0,572177.78
2050-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,19297.416,850.0,352894.86,0.0,0.0,123600.0,563066.67
2050-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,31606.397,856.29,353047.06,0.0,0.0,121600.0,553955.56
2050-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,43915.378,882.69667,353686.03,0.0,682.09018,119600.0,544844.44
2050-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,56224.36,928.65333,354798.04,0.0,1364.1804,117600.0,535733.33
2050-01-01 11:00:00+00:00,0.0,0.0,0.0,0.0,68533.341,981.92,356086.94,0.0,2046.2705,115600.0,527173.73
2050-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,80842.322,1026.7433,357171.53,0.0,2516.58,113600.0,523005.87
2050-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1053.7733,357825.58,0.0,2516.58,111600.0,521836.19
2050-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1059.44,357962.69,0.0,2516.58,109600.0,512725.08
2050-01-01 15:00:00+00:00,0.0,0.0,0.0,0.0,83414.5,1059.44,357962.69,0.0,2516.58,107600.0,503613.97
2050-01-01 16:00:00+00:00,681.07916,0.0,0.0,1977.4575,83414.5,1059.44,357962.69,149.72711,2516.58,105600.0,494502.86
2050-01-01 17:00:00+00:00,1362.1583,0.0,0.0,4679.4289,83414.5,1059.44,357962.69,299.45422,2516.58,103600.0,485391.75
2050-01-01 18:00:00+00:00,2043.2375,0.0,0.0,7381.4004,83414.5,1059.44,357962.69,449.18134,2516.58,101600.0,476280.64
2050-01-01 19:00:00+00:00,2159.0129,0.0,0.0,10083.372,83414.5,1059.44,357962.69,552.42,2516.58,99600.0,467169.53
2050-01-01 20:00:00+00:00,2174.6042,0.0,0.0,11050.741,83414.5,1059.44,357962.69,552.42,2516.58,97600.0,458058.42
2050-01-01 21:00:00+00:00,2174.6042,0.0,0.0,10495.478,82537.36,1059.44,357962.69,402.69289,2516.58,96722.589,448947.31
2050-01-01 22:00:00+00:00,2174.6042,0.0,0.0,10285.489,70239.015,1059.44,357962.69,402.69289,2516.58,98342.589,453240.42
2050-01-01 23:00:00+00:00,2855.6834,0.0,0.0,10429.049,64343.165,1059.44,357962.69,552.42,2516.58,99962.589,460620.42
2050-01-02 00:00:00+00:00,3536.7625,0.0,0.0,12884.668,63213.853,1059.44,357962.69,552.42,2516.58,101582.59,468000.42
2050-01-02 01:00:00+00:00,4217.8417,0.0,0.0,15512.453,63998.519,1059.44,357962.69,552.42,2516.58,103202.59,475380.42
2050-01-02 02:00:00+00:00,4898.9208,0.0,0.0,17754.154,66014.262,1059.44,357962.69,552.42,2516.58,104822.59,482760.42
2050-01-02 03:00:00+00:00,5580.0,0.0,0.0,18310.5,66569.611,1059.44,357962.69,552.42,2516.58,106442.59,490140.42
2050-01-02 04:00:00+00:00,5580.0,0.0,0.0,18123.525,63468.808,1059.44,357962.69,552.42,2516.58,104442.59,494191.86
2050-01-02 05:00:00+00:00,5580.0,0.0,0.0,17978.005,63468.808,1059.44,357962.69,552.42,2516.58,102442.59,485080.75
2050-01-02 06:00:00+00:00,5580.0,0.0,0.0,18310.5,69861.603,1059.44,357962.69,552.42,2516.58,100442.59,475969.64
2050-01-02 07:00:00+00:00,5580.0,0.0,0.0,18310.5,69861.603,1059.44,357962.69,552.42,2516.58,98442.589,466858.53
2050-01-02 08:00:00+00:00,5580.0,0.0,0.0,18310.5,69861.603,1068.28,358176.6,552.42,2516.58,96442.589,457747.42
2050-01-02 09:00:00+00:00,5580.0,0.0,0.0,18310.5,69861.603,1093.8367,358794.99,552.42,2516.58,94442.589,448636.31
2050-01-02 10:00:00+00:00,5580.0,0.0,0.0,18310.5,69861.603,1133.05,359743.84,552.42,2516.58,92442.589,439525.2
2050-01-02 11:00:00+00:00,5580.0,0.0,0.0,18310.5,71105.519,1179.8,360875.05,552.42,2516.58,90442.589,430414.09
2050-01-02 12:00:00+00:00,5580.0,0.0,0.0,18310.5,83414.5,1221.3367,361880.12,552.42,2516.58,88442.589,421302.98
2050-01-02 13:00:00+00:00,5580.0,0.0,0.0,18310.5,83414.5,1245.3067,362460.12,552.42,2516.58,86442.589,412191.86
2050-01-02 14:00:00+00:00,5580.0,0.0,0.0,18310.5,83414.5,1249.9533,362572.56,552.42,2516.58,84442.589,403080.75
