timeindex,ashp_SDE,gshp_SDE,chp_SDE,tes_SDE,dhw_SDE,space_SDE,excess_heat_SDE
2050-01-01 00:00:00+00:00,0.0,89436.401,0.0,0.0,3888.7171566783327,85547.68406044148,0.0
2050-01-01 01:00:00+00:00,0.0,90999.256,0.0,0.0,4063.9140980528914,86935.3420774039,0.0
2050-01-01 02:00:00+00:00,0.0,95298.701,0.0,-1844.2314,3470.3730583493575,89984.0963282395,0.0
2050-01-01 03:00:00+00:00,0.0,106999.61,0.0,-8200.0,4275.132840457733,94524.48061264765,0.0
2050-01-01 04:00:00+00:00,0.0,116477.01,0.0,-3921.9795,7134.772635884561,105420.25674701207,0.0
2050-01-01 05:00:00+00:00,24354.103,116477.01,1483.5281,8200.0,14345.68226031039,136168.95731283948,0.0
2050-01-01 06:00:00+00:00,25655.303,116477.01,27888.005,8200.0,19981.456766957457,158238.859862257,0.0
2050-01-01 07:00:00+00:00,25655.303,116477.01,19433.524,8200.0,19039.159199097106,150726.67699285073,0.0
2050-01-01 08:00:00+00:00,25655.303,116477.01,15589.016,8200.0,14865.542343361094,151055.7852658998,0.0
2050-01-01 09:00:00+00:00,25655.303,116477.01,10500.936,8200.0,14140.194258978509,146693.05395475516,0.0
2050-01-01 10:00:00+00:00,25655.303,116477.01,3815.6176,8200.0,13585.131052193743,140562.7983612378,0.0
2050-01-01 11:00:00+00:00,25655.303,116477.01,0.0,7703.6443,12825.398521373221,137010.55757327413,0.0
2050-01-01 12:00:00+00:00,25655.303,116477.01,0.0,3751.0703,12505.29569858136,133378.0864102885,0.0
2050-01-01 13:00:00+00:00,25655.303,116477.01,0.0,1052.71,10411.119175048074,132773.9025657353,0.0
2050-01-01 14:00:00+00:00,14272.344,116477.01,4396.1297,8200.0,10926.067194321862,132419.41529650518,0.0
2050-01-01 15:00:00+00:00,11506.433,116477.01,8179.6561,8200.0,9824.127553713643,134538.97081621908,0.0
2050-01-01 16:00:00+00:00,15146.07,116477.01,11229.432,8200.0,10407.025788567375,140645.48476814828,0.0
2050-01-01 17:00:00+00:00,14564.668,116477.01,15860.831,8200.0,11268.274304109562,143834.23283662426,0.0
2050-01-01 18:00:00+00:00,13030.609,116477.01,17664.234,8200.0,11284.647850032456,144087.2041211323,0.0
2050-01-01 19:00:00+00:00,11241.124,116477.01,17579.767,8200.0,11822.518833598298,141675.38080669558,0.0
2050-01-01 20:00:00+00:00,8146.4451,116477.01,15824.601,8200.0,12300.626374545693,136347.4289633986,0.0
2050-01-01 21:00:00+00:00,0.0,116477.01,10748.589,8200.0,11296.928009474557,124128.67031846714,0.0
2050-01-01 22:00:00+00:00,0.0,116477.01,0.0,-4770.1291,8122.916132328924,103583.96357176386,0.0
2050-01-01 23:00:00+00:00,0.0,102035.15,0.0,-8200.0,4776.163345697133,89058.99098359833,0.0
