timeindex,hydro_SDE,onshore_SDE,pv_SDE,chp_SDE,li-ion_SDE,redox_SDE,phs_SDE,import_export,electricity_SDE,excess_SDE,,
2050-01-01 00:00:00+00:00,2020.9768,19051.419,0,0,9881.9562,0,0,35000,43021.9417754786,0,,
2050-01-01 01:00:00+00:00,2025.8691,21461.019,0,0,6417.9676,0,0,35000,41571.7133989206,0,,
2050-01-01 02:00:00+00:00,2030.7615,24701.516,0,0,2027.1201,0,0,35000,39796.7130373476,0,,
2050-01-01 03:00:00+00:00,2035.6538,26733.577,0,0,0,0,0,35000,38236.7279522726,0,,
2050-01-01 04:00:00+00:00,2040.5462,30084.168,0,0,0,0,0,35000,37316.3907479394,0,,
2050-01-01 05:00:00+00:00,2045.4385,32546.218,0,5383.8206,0,0,0,35000,35916.5425441701,0,,14563193.51426
2050-01-01 06:00:00+00:00,2050.3309,35020.212,0,28317.804,-12833,0,0,21913.697,33335.4599091845,0,,
2050-01-01 07:00:00+00:00,2055.2232,35978.34,1035.2445,19863.323,-11260.242,0,0,26816.048,33354.3524432799,0,,
2050-01-01 08:00:00+00:00,2060.1156,36411.445,11317.635,16018.815,-12833,-762.6,0,22832.407,33911.2329499267,0,,
2050-01-01 09:00:00+00:00,2065.008,33685.066,23592.677,10930.735,-12833,-525.82198,0,20228.127,36009.2060075531,0,,
2050-01-01 10:00:00+00:00,2069.9003,30998.673,32178.201,4245.4163,-12833,-762.6,0,23703.131,38466.1375404623,0,,
2050-01-01 11:00:00+00:00,2074.7927,31266.637,33851.716,0,-12833,-762.6,0,28703.811,41167.7726177335,0,,
2050-01-01 12:00:00+00:00,2079.685,29188.877,28527.602,0,-11471.91,0,0,35000,42190.6693747378,0,,
2050-01-01 13:00:00+00:00,2084.5774,27357.269,18393.103,0,-68.47596,0,0,35000,41632.889305478,0,,
2050-01-01 14:00:00+00:00,2089.4697,26946.494,6320.44,6347.6964,0,0,0,35000,41181.2672849445,0,,
2050-01-01 15:00:00+00:00,2094.3621,28137.792,54.486552,4341.3663,8307.1853,0,0,35000,41097.6002663687,0,,
2050-01-01 16:00:00+00:00,2099.2544,28148.698,0,13180.999,0,0,0,35000,42526.2370935215,0,,
2050-01-01 17:00:00+00:00,2104.1468,26972.46,0,17812.397,0,0,0,35000,46239.0736314152,0,,
2050-01-01 18:00:00+00:00,2109.0391,25188.11,0,19615.801,0,0,0,35000,46930.0012475589,0,,
2050-01-01 19:00:00+00:00,2113.9315,23750.139,0,19531.334,0,0,0,35000,46190.492747588,0,,
2050-01-01 20:00:00+00:00,2118.8238,22529.241,0,17776.168,0,0,0,35000,44564.8335335519,0,,
2050-01-01 21:00:00+00:00,2123.7162,22620.639,0,9484.0039,5455.8027,0,0,35000,43968.3686697528,0,,
2050-01-01 22:00:00+00:00,2128.6085,22942.092,0,0,12833,762.6,0,35000,44500.9587754199,0,,
2050-01-01 23:00:00+00:00,2133.5009,23130.602,0,0,7629.4596,0,0,35000,42256.3435036989,0,,
2050-01-02 00:00:00+00:00,2138.3932,23247.966,0,0,3057.5571,0,0,35000,39538.5148257745,0,,
2050-01-02 01:00:00+00:00,2145.4937,23693.015,0,0,1156.2888,0,0,35000,37522.4094977624,0,,
2050-01-02 02:00:00+00:00,2152.5943,24077.824,0,0,-127.19923,0,0,35000,36425.7418114704,0,,
2050-01-02 03:00:00+00:00,2159.6948,23457.248,0,0,1395.3677,0,0,35000,35725.8176686518,0,,
2050-01-02 04:00:00+00:00,2166.7953,22677.244,0,0,5896.8517,0,0,35000,35452.3255009063,0,,
2050-01-02 05:00:00+00:00,2173.8958,22123.14,0,11788.681,0,0,0,35000,34540.9847413805,0,,
2050-01-02 06:00:00+00:00,2180.9963,21892.566,0,19333.639,-4481.5431,0,0,35000,32792.0741516164,0,,
2050-01-02 07:00:00+00:00,2188.0969,21765.854,879.56862,13640.379,0,0,0,35000,33958.0145447925,0,,
2050-01-02 08:00:00+00:00,2195.1974,20414.09,13006.718,7693.6851,-989.67012,0,0,35000,36186.4361339927,0,,
2050-01-02 09:00:00+00:00,2202.2979,15925.171,28776.683,2364.0959,-3510.6827,0,0,35000,39623.9811333117,0,,
2050-01-02 10:00:00+00:00,2209.3984,12578.735,43106.646,0,-11009.795,0,0,35000,42282.4331936401,0,,
2050-01-02 11:00:00+00:00,2216.499,12345.565,49683.951,0,-12833,-190.65,0,31859.32,45083.0293275274,0,,
2050-01-02 12:00:00+00:00,2223.5995,13472.988,45558.541,0,-12833,-762.6,0,33907.197,45258.4601650054,0,,
2050-01-02 13:00:00+00:00,2230.7,14670.517,31049.551,0,-3923.276,0,0,35000,43449.2733131646,0,,
2050-01-02 14:00:00+00:00,2237.8005,17522.05,11208.662,8832.0644,0,0,0,35000,42240.1499030458,0,,
2050-01-02 15:00:00+00:00,2244.901,21350.926,179.02724,14457.714,0,0,0,35000,41976.5538245883,0,,
2050-01-02 16:00:00+00:00,2252.0016,23251.082,0,16114.15,0,0,0,35000,43702.9733023339,0,,
2050-01-02 17:00:00+00:00,2259.1021,22926.513,0,20880.023,0,0,0,35000,48068.952306313,0,,
2050-01-02 18:00:00+00:00,2266.2026,22420.186,0,21953.569,0,0,0,35000,48947.0062200515,0,,
2050-01-02 19:00:00+00:00,2273.3031,22101.848,0,21967.385,0,0,0,33366.618,47832.3455622773,0,,
2050-01-02 20:00:00+00:00,2280.4036,21832.326,0,20352.764,0,0,0,31883.912,45633.6122409414,0,,
2050-01-02 21:00:00+00:00,2287.5042,21719.117,0,13963.084,0,0,7242.8807,30734.679,45231.4707487156,0,,
2050-01-02 22:00:00+00:00,2294.6047,21322.363,0,0,9664.533,0,8227,32560.503,46061.8435049757,0,,
2050-01-02 23:00:00+00:00,2301.7052,21230.965,0,0,3725.7336,762.6,8227,31549.752,44302.1370995751,0,,
2050-01-03 00:00:00+00:00,2308.8057,20093.156,0,0,6482.6873,0,8227,27636.249,41629.2906456874,0,,
2050-01-03 01:00:00+00:00,2316.9825,18783.455,0,0,5752.5007,0,8227,28460.395,39794.9137483861,0,,
2050-01-03 02:00:00+00:00,2325.1593,17938.018,0,0,9996.9889,725.69758,8227,23887.933,38784.6120141121,0,,
2050-01-03 03:00:00+00:00,2333.3362,17200.078,0,0,12290.299,0,8227,24415.626,38485.9297190383,0,,
2050-01-03 04:00:00+00:00,2341.513,16598.717,0,3883.1845,12833,762.6,8227,23316.206,39464.7438964868,0,,
2050-01-03 05:00:00+00:00,2349.6898,15797.421,0,31999.363,0,0,5895.3749,16333.824,41659.8786398999,0,,
2050-01-03 06:00:00+00:00,2357.8666,15168.536,0,53782.632,-6628.0848,0,0,12416.061,46381.2176231064,0,,
2050-01-03 07:00:00+00:00,2366.0434,14077.465,988.54172,53681.213,0,0,1275.888,10993.683,52667.0398319237,0,,
2050-01-03 08:00:00+00:00,2374.2202,11993.992,12991.151,49126.728,0,0,0,10542.105,56312.4029518946,0,,
2050-01-03 09:00:00+00:00,2382.397,7795.3676,28278.52,40267.908,-281.81687,0,0,10275.355,58001.9369240627,0,,
2050-01-03 10:00:00+00:00,2390.5739,4515.4034,40561.346,33273.947,-340.61355,0,0,9836.5744,59521.4380075048,0,,
2050-01-03 11:00:00+00:00,2398.7507,3708.3952,46687.191,28652.582,0,0,0,9545.1147,60276.2404636478,0,,
2050-01-03 12:00:00+00:00,2406.9275,3938.4497,42647.402,29248.607,0,0,3433.3966,9549.359,60508.3489852799,0,,
2050-01-03 13:00:00+00:00,2415.1043,4633.8062,29235.927,27526.11,9152.8602,0,8227,9232.6502,59707.6645787517,0,,
2050-01-03 14:00:00+00:00,2423.2811,6160.0593,10897.31,44670.12,3947.2491,0,8227,8983.0323,58773.8327072076,0,,
2050-01-03 15:00:00+00:00,2431.4579,7700.8531,256.86517,41239.87,12833,0,8227,13297.815,58237.6440236174,0,,
2050-01-03 16:00:00+00:00,2439.6347,7875.8607,0,55832.352,0,0,8227,10121.116,59028.4323408576,0,,
2050-01-03 17:00:00+00:00,2447.8115,7332.1428,0,59339.461,0,0,8227,10469.386,62173.592556468,0,,
2050-01-03 18:00:00+00:00,2455.9884,7036.1359,0,58305.847,0,0,8227,11941.395,61927.0897231444,0,,
2050-01-03 19:00:00+00:00,2464.1652,7139.4786,0,55033.678,0,0,8227,13815.32,60382.3986761096,0,,
2050-01-03 20:00:00+00:00,2472.342,7427.1766,0,49807.285,0,0,8227,15880.174,57746.4376459317,0,,
2050-01-03 21:00:00+00:00,2480.5188,7703.4497,0,43214.698,0,0,8227,18118.721,55584.5898301736,0,,
2050-01-03 22:00:00+00:00,2488.6956,8120.9752,0,34987.716,0,0,8227,20883.869,54800.0990242986,0,,
2050-01-03 23:00:00+00:00,2496.8724,8536.9428,0,24940.376,0,0,8227,24484.766,50900.1363525448,0,,
2050-01-04 00:00:00+00:00,2505.0492,8758.6883,0,21720.37,0,0,8227,26248.491,48392.824646847,0,,
2050-01-04 01:00:00+00:00,2515.3122,8779.98,0,18292.33,0,0,8227,29075.202,46344.3321175287,0,,
2050-01-04 02:00:00+00:00,2525.5752,8815.8124,0,16719.816,0,0,8227,31856.458,45049.7423998723,0,,
2050-01-04 03:00:00+00:00,2535.8381,8769.0745,0,15148.941,0,0,8227,35000,44515.3530871119,0,,
2050-01-04 04:00:00+00:00,2546.1011,8957.5841,0,18036.166,0,0,8227,35000,44999.3623089514,0,,
2050-01-04 05:00:00+00:00,2556.3641,9355.3759,0,32193.293,-2038.6103,0,0,35000,46350.6296288939,0,,
2050-01-04 06:00:00+00:00,2566.6271,9828.4676,0,42850.457,-366.87642,0,0,35000,50228.1012704968,0,,
2050-01-04 07:00:00+00:00,2576.89,10289.615,1183.1366,43030.734,0,0,0,35000,55670.0561377108,0,,
2050-01-04 08:00:00+00:00,2587.153,9813.4076,15100.559,44188.395,-12833,0,0,35000,58468.8529007684,0,,
2050-01-04 09:00:00+00:00,2597.416,7116.629,36817.341,29957.378,-12833,0,0,35000,60241.1543288994,0,,
2050-01-04 10:00:00+00:00,2607.6789,4579.2786,57078.555,16426.516,-12833,-762.6,0,34876.574,60839.4184816597,0,,
2050-01-04 11:00:00+00:00,2617.9419,3505.3448,66925.053,10001.536,-12833,-762.6,0,33071.109,61391.800765903,0,,
2050-01-04 12:00:00+00:00,2628.2049,3494.4393,63375.643,9450.8757,-12833,0,0,35000,61499.7581854586,0,,
2050-01-04 13:00:00+00:00,2638.4678,4294.6966,44912.486,20430.322,-12833,0,0,35000,60598.3135152207,0,,
2050-01-04 14:00:00+00:00,2648.7308,7082.3545,17676.994,29103.605,-1368.0164,0,0,35000,59427.8748996409,0,,
2050-01-04 15:00:00+00:00,2658.9938,11464.295,505.94655,37638.412,2434.2948,0,0,35000,58986.1490502634,0,,
2050-01-04 16:00:00+00:00,2669.2567,15512.319,0,37267.072,0,0,0,35000,59732.8547060796,0,,
2050-01-04 17:00:00+00:00,2679.5197,18471.869,0,40538.071,-2930.1166,0,0,35000,63043.5496698802,0,,
2050-01-04 18:00:00+00:00,2689.7827,19674.072,0,39718.575,-3418.4495,0,0,35000,62948.1872730551,0,,
2050-01-04 19:00:00+00:00,2700.0456,19172.419,0,37818.425,-2491.5313,0,0,35000,61483.5645848054,0,,
2050-01-04 20:00:00+00:00,2710.3086,18958.982,0,32486.567,0,0,0,35000,58440.0642773853,0,,
2050-01-04 21:00:00+00:00,2720.5716,19268.491,0,23484.3,6502.6538,0,0,35000,56260.2234901446,0,,
2050-01-04 22:00:00+00:00,2730.8345,19666.802,0,6572.5556,12833,762.6,8227,35000,55557.6004957516,0,,
2050-01-04 23:00:00+00:00,2741.0975,19517.76,0,375.59331,12833,457.56,8227,35000,52069.6753236436,0,,
2050-01-05 00:00:00+00:00,2751.3605,19620.064,0,0,12833,0,7783.6989,35000,49272.6778495475,0,,
2050-01-05 01:00:00+00:00,2767.2225,19746.257,0,0,12833,0,6169.5548,35000,47371.7271788041,0,,
2050-01-05 02:00:00+00:00,2783.0845,19961.77,0,0,9872.0839,0,8227,35000,46119.4207517424,0,,
2050-01-05 03:00:00+00:00,2798.9465,20217.271,0,0,11256.158,0,6989.7647,35000,45546.3466444427,0,,
2050-01-05 04:00:00+00:00,2814.8085,20733.466,0,8720.2741,1045.4821,0,8227,35000,45825.2367609404,0,,
2050-01-05 05:00:00+00:00,2830.6705,21108.408,0,26011.115,0,0,0,35000,47621.8285900509,0,,
2050-01-05 06:00:00+00:00,2846.5325,21454.788,0,53593.646,0,0,0,14758.61,51519.9919728428,0,,
2050-01-05 07:00:00+00:00,2862.3945,22254.526,3891.8966,44154.297,0,0,0,24975.6,57005.1298569997,0,,
2050-01-05 08:00:00+00:00,2878.2565,21874.39,28784.467,43026.979,0,0,0,3757.1615,59187.6695776825,0,,
2050-01-05 09:00:00+00:00,2894.1184,16889.53,56144.5,34804.184,0,0,0,0,60035.1354972089,9563.6126,,
2050-01-05 10:00:00+00:00,2909.9804,12594.314,79947.339,27382.874,0,0,0,0,60791.7373241813,20909.186,,
2050-01-05 11:00:00+00:00,2925.8424,11986.202,88688.539,20686.094,0,0,0,0,61469.1702731134,21683.922,,
2050-01-05 12:00:00+00:00,2941.7044,12549.134,81340.638,16293.89,-7056.1693,0,0,0,61248.7571297313,3686.8563,,
2050-01-05 13:00:00+00:00,2957.5664,15257.857,58495.205,13516.937,0,0,0,11524.124,60618.1056937969,0,,
2050-01-05 14:00:00+00:00,2973.4284,23715.865,25390.733,14769.513,0,0,0,33684.93,59400.8855652188,0,,
2050-01-05 15:00:00+00:00,2989.2904,36930.236,684.97379,17825.635,6491.6758,0,0,35000,58788.2270188992,0,,
2050-01-05 16:00:00+00:00,3005.1524,48080.348,0,23842.913,0,0,0,25983.907,59778.7365745969,0,,
2050-01-05 17:00:00+00:00,3021.0144,52582.25,0,27469.654,0,0,0,21667.394,63606.7276878921,0,,
2050-01-05 18:00:00+00:00,3036.8764,53063.65,0,25860.953,0,0,0,22696.964,63524.859958278,0,,
2050-01-05 19:00:00+00:00,3052.7384,54140.7,0,24135.181,0,0,0,22032.536,62227.5713071795,0,,
2050-01-05 20:00:00+00:00,3068.6004,55499.216,0,17986.096,-912.96182,0,0,23849.931,58357.2969032902,0,,
2050-01-05 21:00:00+00:00,3084.4624,54668.839,0,3037.8673,482.58086,0,0,35000,55140.1650473536,0,,
2050-01-05 22:00:00+00:00,3100.3244,53339.923,0,0,357.34402,0,0,35000,54459.1334386305,0,,
2050-01-05 23:00:00+00:00,3116.1864,53318.632,0,0,0,0,0,24507.741,51307.6757116548,0,,
2050-01-06 00:00:00+00:00,3132.0484,54699.478,0,0,0,0,0,15552.752,48624.933168479,0,,
2050-01-06 01:00:00+00:00,3145.7258,56892.526,0,0,0,0,0,11990.261,46620.5232187164,0,,
2050-01-06 02:00:00+00:00,3159.4032,60336.592,0,0,0,0,0,7510.8505,45046.1438219496,0,,
2050-01-06 03:00:00+00:00,3173.0806,63788.967,0,0,0,0,0,4791.2337,44154.5952409997,0,,
2050-01-06 04:00:00+00:00,3186.7579,66826.413,0,0,0,0,0,5412.6077,44286.843143403,0,,
2050-01-06 05:00:00+00:00,3200.4353,67338.972,0,1818.0381,-6646.4296,0,0,19942.419,44519.8513095156,0,,
2050-01-06 06:00:00+00:00,3214.1127,69883.074,0,30596.182,-12833,0,0,0,46915.6069358668,2811.1779,,
2050-01-06 07:00:00+00:00,3227.7901,70303.715,389.18966,24289.093,0,0,0,0,51142.1409634647,5934.0624,,
2050-01-06 08:00:00+00:00,3241.4675,66887.692,3985.3021,22933.363,-1494.9903,-762.6,0,0,53656.6497431408,0,,
2050-01-06 09:00:00+00:00,3255.1449,64662.966,9184.8759,16142.435,-12833,-234.60192,0,15927.696,54971.9312838535,0,,
2050-01-06 10:00:00+00:00,3268.8223,63786.89,14143.152,9061.6949,-12833,-762.6,0,20978.95,56510.3249013909,0,,
2050-01-06 11:00:00+00:00,3282.4996,65245.632,16322.614,2847.1155,-12833,-291.22005,0,24527.693,57967.7504337949,0,,
2050-01-06 12:00:00+00:00,3296.177,65410.773,14516.774,0,-1005.3479,-762.6,0,17573.587,57895.7787934687,0,,
2050-01-06 13:00:00+00:00,3309.8544,60272.717,8842.389,0,12833,725.69758,0,11971.529,56821.6022191949,0,,
2050-01-06 14:00:00+00:00,3323.5318,60884.983,2529.7328,0,12833,762.6,0,15831.384,55678.1529380371,0,,
2050-01-06 15:00:00+00:00,3337.2092,65862.573,0,652.24168,12833,762.6,0,12687.58,55001.6196335855,0,,
2050-01-06 16:00:00+00:00,3350.8866,73553.04,0,6167.6706,12413.837,0,0,1463.9491,55815.7987073246,0,,
2050-01-06 17:00:00+00:00,3364.5639,81625.2,0,9368.6988,4727.6298,0,0,894.1956,58846.7039920143,0,,
2050-01-06 18:00:00+00:00,3378.2413,88589.152,0,8870.9431,0,0,0,0,58632.588359997,1072.1636,,
2050-01-06 19:00:00+00:00,3391.9187,97375.883,0,6964.2436,0,0,0,-1345.9469,56667.7628492543,8584.7512,,
2050-01-06 20:00:00+00:00,3405.5961,103240.45,0,1434.0785,-9967.628,0,0,-2027.7995,53707.0299159292,1244.0875,,
2050-01-06 21:00:00+00:00,3419.2735,105139.57,0,0,0,0,0,-1607.8221,52023.7933732589,14042.831,,
2050-01-06 22:00:00+00:00,3432.9509,104199.62,0,0,-12833,0,0,0,50770.587383584,13702.843,,
2050-01-06 23:00:00+00:00,3446.6282,102462.53,0,0,-12833,0,0,0,46988.478220674,20346.34,,
2050-01-07 00:00:00+00:00,3460.3056,93799.392,0,0,-12833,-525.82198,0,0,43626.5034396041,16613.894,,
2050-01-07 01:00:00+00:00,3469.5335,84495.428,0,0,-12833,-762.6,0,0,42146.586795182,12091.056,,
2050-01-07 02:00:00+00:00,3478.7613,74250.993,0,0,-12833,-762.6,0,0,41539.3261157465,0,,
2050-01-07 03:00:00+00:00,3487.9891,64885.75,0,0,-12833,-762.6,0,8695.5253,41502.4406920365,0,,
2050-01-07 04:00:00+00:00,3497.217,55044.819,0,0,0,0,0,9588.133,42814.1236548264,0,,
2050-01-07 05:00:00+00:00,3506.4448,45426.153,0,2384.3083,1780.2599,0,0,22279.723,44661.0956567258,0,,
2050-01-07 06:00:00+00:00,3515.6726,37871.746,0,26636.931,-1935.0651,0,0,13167.776,48541.266149903,0,,
2050-01-07 07:00:00+00:00,3524.9005,33148.099,311.35172,28136.844,0,0,8163.0163,11009.963,53578.3805914494,0,,
2050-01-07 08:00:00+00:00,3534.1283,31936.548,3759.5721,23800.31,12833,762.6,1640.9901,8636.8973,56188.2518498185,0,,
2050-01-07 09:00:00+00:00,3543.3561,31095.265,8538.821,17895.191,12833,0,5686.3618,8548.1637,57424.3645943592,0,,
2050-01-07 10:00:00+00:00,3552.5839,31925.123,12531.907,11844.347,12833,762.6,8227,7410.0247,58370.7915705012,0,,
2050-01-07 11:00:00+00:00,3561.8118,34431.834,14796.991,6367.3956,12833,0,6180.7864,11820.71,59276.7344631428,0,,
2050-01-07 12:00:00+00:00,3571.0396,36597.877,13660.557,2657.9687,12833,725.69758,3263.6001,16724.172,59318.1181911242,0,,
2050-01-07 13:00:00+00:00,3580.2674,38961.259,9223.7948,1415.2166,12833,0,1073.5404,22070.579,58441.8635663468,0,,
2050-01-07 14:00:00+00:00,3589.4953,42582.929,3152.4362,2653.8754,3010.3777,0,4305.5337,28535.133,57113.9870029037,0,,
2050-01-07 15:00:00+00:00,3598.7231,50825.942,31.135172,0,0,0,0,32878.276,56618.2824028143,0,,
2050-01-07 16:00:00+00:00,3607.9509,57581.131,0,0,0,0,0,29162.09,58033.4245627562,0,,
2050-01-07 17:00:00+00:00,3617.1788,60618.058,0,0,0,0,0,29880.251,60391.395120917,0,,
2050-01-07 18:00:00+00:00,3626.4066,60498.617,0,0,0,0,0,29664.085,59787.7330194043,0,,
2050-01-07 19:00:00+00:00,3635.6344,61242.788,0,0,0,0,0,26277.705,57687.9607546844,0,,
2050-01-07 20:00:00+00:00,3644.8623,61720.034,0,0,0,0,0,24197.688,54256.7132667304,0,,
2050-01-07 21:00:00+00:00,3654.0901,59752.368,0,0,0,0,0,20328.219,52018.3955063742,0,,
2050-01-07 22:00:00+00:00,3663.3179,57294.991,0,0,0,0,0,15292.959,51161.9331420409,0,,
2050-01-07 23:00:00+00:00,3672.5457,55978.02,0,0,0,0,0,8704.3949,47678.5061923366,0,,
2050-01-08 00:00:00+00:00,3681.7736,56075.131,0,0,0,0,0,3934.5844,44706.0778807621,0,,
2050-01-08 01:00:00+00:00,3690.4535,56107.848,0,0,0,0,0,0,42718.7612580012,1911.734,,
2050-01-08 02:00:00+00:00,3699.1335,56916.414,0,0,0,0,0,0,41574.4123323628,0,,
2050-01-08 03:00:00+00:00,3707.8135,57754.581,0,0,0,0,0,0,40846.5992106415,0,,
2050-01-08 04:00:00+00:00,3716.4934,57915.048,0,0,0,0,0,0,40888.8825012359,0,,
2050-01-08 05:00:00+00:00,3725.1734,60321.532,0,0,0,0,0,3782.3229,40198.8545295731,0,,
2050-01-08 06:00:00+00:00,3733.8533,65513.597,0,0,0,0,0,4298.3438,39648.2715342914,0,,
2050-01-08 07:00:00+00:00,3742.5333,70971.548,186.81103,0,0,0,0,0,42782.6360980008,566.0668,,
2050-01-08 08:00:00+00:00,3751.2132,72265.67,8780.1186,0,0,0,0,0,46628.6201009106,8103.3777,,
2050-01-08 09:00:00+00:00,3759.8932,73646.516,26433.761,0,0,0,0,0,48908.3214255126,26435.557,,
2050-01-08 10:00:00+00:00,3768.5732,74697.6,46368.056,0,0,0,0,0,50198.4129207648,47772.05,,
2050-01-08 11:00:00+00:00,3777.2531,74793.153,57849.15,0,0,0,0,0,50997.2980383314,59261.506,,
2050-01-08 12:00:00+00:00,3785.9331,75370.626,58611.962,0,0,0,0,0,51224.9083375597,56925.053,,
2050-01-08 13:00:00+00:00,3794.613,78937.769,44453.242,0,0,0,0,0,49976.2004884211,52544.542,,
2050-01-08 14:00:00+00:00,3803.293,83724.772,16633.966,0,0,0,0,0,48768.8764491313,30855.062,,
2050-01-08 15:00:00+00:00,3811.9729,87169.357,233.51379,0,0,0,0,0,48842.6473784191,17175.384,,
2050-01-08 16:00:00+00:00,3820.6529,85751.121,0,0,0,0,0,0,50604.1529909133,8217.3968,,
2050-01-08 17:00:00+00:00,3829.3329,82256.162,0,0,0,0,0,0,54788.4036460492,0,,
2050-01-08 18:00:00+00:00,3838.0128,77361.662,0,0,0,0,0,1847.8144,54775.8086233187,0,,
2050-01-08 19:00:00+00:00,3846.6928,73055.021,0,0,0,0,0,4044.6833,52826.2770687486,0,,
2050-01-08 20:00:00+00:00,3855.3727,66829.529,0,0,0,0,0,5678.2824,48955.1030203783,0,,
2050-01-08 21:00:00+00:00,3864.0527,58526.276,0,0,0,0,0,9549.8089,46929.1016030779,0,,
2050-01-08 22:00:00+00:00,3872.7326,53278.645,0,0,0,0,0,9578.3738,46761.7675659266,0,,
2050-01-08 23:00:00+00:00,3881.4126,52069.171,0,0,0,0,0,3734.1646,43578.8222002577,0,,
2050-01-09 00:00:00+00:00,3890.0926,51305.785,0,0,0,0,0,0,40085.4992431332,693.44631,,
2050-01-09 01:00:00+00:00,3897.1011,52238.466,0,0,0,0,0,0,37638.4637995121,0,,
2050-01-09 02:00:00+00:00,3904.1097,54095.001,0,0,-6283.6308,0,0,0,36617.3662496016,0,,
2050-01-09 03:00:00+00:00,3911.1182,56768.93,0,0,-7623.2869,0,0,0,36411.3474997787,0,,
2050-01-09 04:00:00+00:00,3918.1267,58116.54,0,0,-553.39651,0,0,0,36632.660205774,0,,
2050-01-09 05:00:00+00:00,3925.1353,58077.592,0,0,-1411.7225,0,0,4181.9881,36406.849277375,0,,
2050-01-09 06:00:00+00:00,3932.1438,56667.664,0,0,-12833,0,0,18869.252,34809.0790422416,0,,
2050-01-09 07:00:00+00:00,3939.1524,54067.477,2140.5431,0,0,0,0,5580.2536,36059.5860984741,0,,
2050-01-09 08:00:00+00:00,3946.1609,47820.174,12975.583,0,0,0,0,2368.4734,38821.4974378221,0,,
2050-01-09 09:00:00+00:00,3953.1695,40288.616,24596.786,0,-12833,-525.82198,0,13336.549,41909.0804066657,0,,
2050-01-09 10:00:00+00:00,3960.178,35363.996,34723.501,0,-12833,-762.6,0,9673.7777,44734.8665041456,0,,
2050-01-09 11:00:00+00:00,3967.1866,31137.848,35859.935,0,-12833,-762.6,0,15315.254,48051.8590611789,0,,
2050-01-09 12:00:00+00:00,3974.1951,25163.702,28605.44,0,-12833,-762.6,0,27847.879,48006.8767552747,0,,
2050-01-09 13:00:00+00:00,3981.2037,20523.664,17747.048,0,-6928.5913,0,0,35000,46679.8998363121,0,,
2050-01-09 14:00:00+00:00,3988.2122,18112.506,6460.5483,0,2821.7719,0,0,35000,45378.1129628104,0,,
2050-01-09 15:00:00+00:00,3995.2208,17502.317,124.54069,0,1414.3653,762.6,7361.723,35000,44733.0672151841,0,,
2050-01-09 16:00:00+00:00,4002.2293,17109.199,0,0,12833,253.57116,0,35000,46489.1750426615,0,,
2050-01-09 17:00:00+00:00,4009.2378,16610.661,0,0,12833,762.6,5528.9943,35000,50652.7338747406,0,,
2050-01-09 18:00:00+00:00,4016.2464,15996.317,0,0,12833,269.93989,8227,35000,51775.4912509737,0,,
2050-01-09 19:00:00+00:00,4023.2549,15825.983,0,0,12833,202.18653,7514.4706,35000,50751.6948494888,0,,
2050-01-09 20:00:00+00:00,4030.2635,14928.095,0,0,12833,0,6028.043,35000,48606.9402788644,0,,
2050-01-09 21:00:00+00:00,4037.272,13436.636,0,3997.9598,11607.24,0,0,35000,47459.8924197834,0,,
2050-01-09 22:00:00+00:00,4044.2806,11587.891,0,5046.9289,0,0,8227,35000,48473.7927319805,0,,
2050-01-09 23:00:00+00:00,4051.2891,9818.6007,0,7329.5185,0,0,0,35000,45322.3350050048,0,,
2050-01-10 00:00:00+00:00,4058.2977,7812.5048,0,9086.476,0,0,0,35000,42687.2736193079,0,,
2050-01-10 01:00:00+00:00,4064.4249,5896.2497,0,11084.678,0,0,0,35000,41395.3829169618,0,,
2050-01-10 02:00:00+00:00,4070.552,4614.0724,0,5403.042,0,0,8227,35000,40771.0289923923,0,,
2050-01-10 03:00:00+00:00,4076.6792,3844.4545,0,13996.961,0,0,0,35000,41051.7183159837,0,,
2050-01-10 04:00:00+00:00,4082.8064,3376.0366,0,17806.455,0,0,0,35000,42256.3435036989,0,,
2050-01-10 05:00:00+00:00,4088.9336,3097.1669,0,28732.078,0,0,0,32555.597,44973.2725371425,0,,
2050-01-10 06:00:00+00:00,4095.0608,3016.1545,0,41928.794,0,0,0,29387.835,52550.9856120414,0,,
2050-01-10 07:00:00+00:00,4101.188,3071.7207,1836.9752,45411.789,0,0,5.9373258,28556.011,59267.7380183354,0,,
2050-01-10 08:00:00+00:00,4107.3151,2611.6117,19817.537,30809.65,0,0,282.61671,31078.819,62102.5206424903,0,,
2050-01-10 09:00:00+00:00,4113.4423,1887.1738,47808.057,4348.807,0,0,0,35000,62441.6869391969,0,,
2050-01-10 10:00:00+00:00,4119.5695,1738.651,74919.009,0,-12833,0,0,25320.309,62548.7447142719,0,,
2050-01-10 11:00:00+00:00,4125.6967,1857.0538,85691.778,0,-12833,-762.6,0,15632.733,62995.868430534,0,,
2050-01-10 12:00:00+00:00,4131.8239,1939.1048,80647.88,0,-12833,-762.6,0,20331.154,62738.5698634414,0,,
2050-01-10 13:00:00+00:00,4137.9511,1964.551,59904.072,0,-9254.9802,0,0,35000,62315.7365481592,0,,
2050-01-10 14:00:00+00:00,4144.0783,3220.7628,25943.382,13266.866,5434.6618,762.6,0,35000,61522.2492974769,0,,
2050-01-10 15:00:00+00:00,4150.2054,6329.8738,996.32552,25616.545,12833,0,0,35000,61353.1159713637,0,,
