timeindex,ashp_NDE,gshp_NDE,chp_NDE,tes_NDE,dhw_NDE,space_NDE,excess_heat_NDE,,,,
2050-01-09 13:00:00+00:00,2850.8133,17559.829,0,-1350,2292.82559027435,16767.8170391947,0,,,,
2050-01-09 14:00:00+00:00,3295.9605,17559.829,0,-1350,2225.1922217356,17280.5976457029,0,,,,
2050-01-09 15:00:00+00:00,3661.1444,17559.829,0,-1350,2025.91857019654,17845.0552228104,0,,,,
2050-01-09 16:00:00+00:00,4767.7569,17559.829,0,-1350,2199.98836589945,18777.5978887479,0,,,,
2050-01-09 17:00:00+00:00,5962.3109,17559.829,0,-1350,2489.92336936712,19682.2168582915,0,,,,
2050-01-09 18:00:00+00:00,6372.8255,17559.829,0,-1350,2515.8525160187,20066.8023131727,0,,,,
2050-01-09 19:00:00+00:00,6442.0907,17559.829,0,-1350,2662.17993803146,19989.7401640334,0,,,,
2050-01-09 20:00:00+00:00,6066.5714,17559.829,0,-1350,2774.96265983065,19501.4381225459,0,,,,
2050-01-09 21:00:00+00:00,3848.2695,17559.829,0,-1350,2567.16684121029,17490.9319821773,0,,,,
2050-01-09 22:00:00+00:00,0,13257.066,1203.0045,1350,1842.78263930076,13967.2878781202,0,,,,
2050-01-09 23:00:00+00:00,0,8113.7299,2917.1657,1350,1134.53615803453,11246.3593840391,0,,,,
2050-01-10 00:00:00+00:00,0,6354.8525,6908.3069,1350,779.868949289834,13833.2903999698,0,,,,
2050-01-10 01:00:00+00:00,0,3685.7606,10073.679,1350,897.728706797017,14211.7108829198,0,,,,
2050-01-10 02:00:00+00:00,0,1363.329,12773.443,1350,867.629137956721,14619.1429984869,0,,,,
2050-01-10 03:00:00+00:00,0,103.30076,15351.869,1350,980.955827867473,15824.2136883219,0,,,,
2050-01-10 04:00:00+00:00,0,1438.5621,16711.063,1350,1661.64125814742,17837.9836373599,0,,,,
2050-01-10 05:00:00+00:00,0,8601.8968,16711.063,1350,3495.90173036688,23167.0579037231,0,,,,
2050-01-10 06:00:00+00:00,0,13577.392,16711.063,1350,4558.81542037783,27079.6392075538,0,,,,
2050-01-10 07:00:00+00:00,0,12482.203,16711.063,1350,4299.52395386201,26243.7415427721,0,,,,
2050-01-10 08:00:00+00:00,0,11743.675,16711.063,1350,3316.02960814055,26488.7085156832,0,,,,
2050-01-10 09:00:00+00:00,0,10613.128,16711.063,1350,3190.73561977521,25483.4554454989,0,,,,
2050-01-10 10:00:00+00:00,0,17559.829,8509.4273,1350,2968.79663025399,24450.4600016244,0,,,,
2050-01-10 11:00:00+00:00,6978.6044,17559.829,378.69836,1350,2935.07060733657,23332.0615642332,0,,,,
2050-01-10 12:00:00+00:00,3023.5676,17559.829,3560.0312,1350,2845.31586892724,22648.1123252838,0,,,,
2050-01-10 13:00:00+00:00,0,12470.759,11605.399,1350,2364.99202640951,23061.1654446705,0,,,,
2050-01-10 14:00:00+00:00,0,13406.344,10856.395,1350,2297.17733516691,23315.5611981821,0,,,,
2050-01-10 15:00:00+00:00,0,15814.469,8870.9324,1350,2095.5464884777,23939.8552675625,0,,,,
2050-01-10 16:00:00+00:00,0,17559.829,8132.276,1350,2251.84665920262,24790.2587486528,0,,,,
2050-01-10 17:00:00+00:00,3094.9848,17559.829,5972.0098,1350,2545.40811674742,25431.4158294919,0,,,,
2050-01-10 18:00:00+00:00,5432.8904,17559.829,3804.7289,1350,2538.33653129701,25609.1120792719,0,,,,
2050-01-10 19:00:00+00:00,5323.6316,17559.829,3623.146,1350,2708.23590481121,25148.3710887707,0,,,,
2050-01-10 20:00:00+00:00,3417.2259,17559.829,4411.6972,1350,2858.91507171653,23879.8374525857,0,,,,
2050-01-10 21:00:00+00:00,0,17559.829,5410.6223,1350,2551.75441138242,21768.6972115764,0,,,,
2050-01-10 22:00:00+00:00,0,14872.313,2940.5952,1350,1873.42617625263,17289.4824581919,0,,,,
2050-01-10 23:00:00+00:00,0,12086.233,2464.649,1075.1458,1119.12372820666,14506.9042447993,0,,,,
2050-01-11 00:00:00+00:00,0,11834.639,2650.4542,1350,765.725778388972,15069.3672721644,0,,,,
2050-01-11 01:00:00+00:00,0,13151.85,1990.9005,1350,880.140404522868,15612.6100929205,0,,,,
