timeindex,acaes_NDE,hydrogen_NDE,hydrogen_SDE,li-ion_NDE,li-ion_SDE,phs_NDE,phs_SDE,redox_NDE,redox_SDE,tes_NDE,tes_SDE
2050-01-01 00:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,5725.7955,850.0,349014.28,0.0,0.0,183506.99,1036943.7
2050-01-01 01:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,0.0,850.0,339514.56,0.0,0.0,185921.56,1036943.7
2050-01-01 02:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,0.0,850.0,330014.84,0.0,0.0,188336.12,1036943.7
2050-01-01 03:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,0.0,850.0,320515.11,0.0,0.0,190750.69,1036943.7
2050-01-01 04:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,0.0,850.0,311015.39,0.0,0.0,193165.25,1036943.7
2050-01-01 05:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,4866.6127,850.0,311015.39,0.0,0.0,190184.31,1020543.7
2050-01-01 06:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,27022.779,850.0,311015.39,0.0,0.0,187203.36,1004143.7
2050-01-01 07:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,37883.703,850.0,311015.39,0.0,0.0,184222.42,987743.7
2050-01-01 08:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,60039.869,856.29,311167.59,0.0,0.0,181241.47,971343.7
2050-01-01 09:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,82196.035,882.69667,311806.56,0.0,0.0,178260.53,954943.7
2050-01-01 10:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,104352.2,928.65333,312918.57,0.0,0.0,175279.58,938543.7
2050-01-01 11:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,126508.37,981.92,314207.47,0.0,0.0,172298.64,922143.7
2050-01-01 12:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,145090.22,1026.7433,315292.06,0.0,0.0,169998.05,905743.7
2050-01-01 13:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,150146.1,1053.7733,315946.11,0.0,0.0,168361.52,889343.7
2050-01-01 14:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,150146.1,1059.44,316083.23,0.0,0.0,166685.49,880271.86
2050-01-01 15:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,150146.1,1059.44,316083.23,0.0,0.0,164759.04,875609.44
2050-01-01 16:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,150146.1,1059.44,316083.23,0.0,0.0,161778.09,865144.69
2050-01-01 17:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,150146.1,1059.44,316083.23,0.0,0.0,158797.15,855606.83
2050-01-01 18:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,150146.1,1059.44,316083.23,0.0,0.0,155816.2,848514.56
2050-01-01 19:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,150146.1,1059.44,316083.23,0.0,0.0,152835.26,844275.09
2050-01-01 20:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,149494.83,1059.44,316083.23,0.0,0.0,149854.31,844275.09
2050-01-01 21:00:00+00:00,0.0,0.0,-9.4451291e-24,0.0,135780.45,1059.44,316083.23,0.0,0.0,150075.43,844275.09
2050-01-01 22:00:00+00:00,131.36675,0.0,-9.4451291e-24,0.0,111697.66,1059.44,310340.15,0.0,0.0,152490.0,844275.09
2050-01-01 23:00:00+00:00,131.36675,0.0,-9.4451291e-24,0.0,89748.875,1059.44,310340.15,0.0,0.0,154904.56,844275.09
2050-01-02 00:00:00+00:00,812.44591,0.0,-9.4451291e-24,4863.5487,81143.867,1059.44,300840.43,0.0,0.0,157319.13,844275.09
2050-01-02 01:00:00+00:00,1493.5251,0.0,-9.4451291e-24,7139.2628,73132.46,1059.44,292878.66,0.0,0.0,159733.7,844275.09
2050-01-02 02:00:00+00:00,2174.6042,0.0,-9.4451291e-24,12002.812,67847.79,1059.44,283378.94,0.0,0.0,162148.26,844275.09
2050-01-02 03:00:00+00:00,2855.6834,0.0,-9.4451291e-24,16866.36,60975.734,1059.44,273879.22,269.5088,0.0,164562.83,844275.09
2050-01-02 04:00:00+00:00,3536.7625,0.0,-9.4451291e-24,21729.909,49410.556,1059.44,264379.5,539.0176,0.0,166977.39,844275.09
2050-01-02 05:00:00+00:00,4217.8417,0.0,-9.4451291e-24,25921.061,49410.556,1059.44,264379.5,724.8472,0.0,163996.45,831456.29
2050-01-02 06:00:00+00:00,4898.9208,0.0,-9.4451291e-24,30784.61,65142.497,1059.44,264379.5,994.356,0.0,161015.5,815056.29
2050-01-02 07:00:00+00:00,5580.0,0.0,-9.4451291e-24,32735.635,71455.468,1059.44,264379.5,994.356,0.0,158034.56,798656.29
2050-01-02 08:00:00+00:00,5580.0,0.0,-9.4451291e-24,32958.9,83838.122,1068.28,264593.4,994.356,0.0,155053.61,782256.29
2050-01-02 09:00:00+00:00,5580.0,0.0,-9.4451291e-24,31716.366,98638.845,1093.8367,265211.8,994.356,0.0,152072.67,765856.29
2050-01-02 10:00:00+00:00,5580.0,0.0,-9.4451291e-24,31716.366,115786.36,1133.05,266160.64,994.356,0.0,149091.72,749456.29
2050-01-02 11:00:00+00:00,5580.0,0.0,-9.4451291e-24,32283.732,132801.21,1179.8,267291.85,994.356,0.0,146110.78,733056.29
2050-01-02 12:00:00+00:00,5580.0,0.0,-9.4451291e-24,32958.9,143049.89,1221.3367,268296.92,994.356,0.0,143129.83,716656.29
2050-01-02 13:00:00+00:00,5580.0,0.0,-9.4451291e-24,32958.9,143049.89,1245.3067,268876.92,994.356,0.0,140148.89,703022.17
2050-01-02 14:00:00+00:00,5580.0,0.0,-9.4451291e-24,32958.9,143049.89,1249.9533,267128.81,994.356,0.0,137167.94,703022.17
2050-01-02 15:00:00+00:00,5580.0,0.0,-9.4451291e-24,32958.9,136882.2,1249.9533,267128.81,994.356,0.0,134186.99,703022.17
2050-01-02 16:00:00+00:00,5580.0,0.0,-9.4451291e-24,32958.9,136882.2,1249.9533,266616.55,994.356,0.0,131206.05,703022.17
2050-01-02 17:00:00+00:00,5580.0,0.0,-9.4451291e-24,32958.9,136882.2,1249.9533,266418.38,994.356,0.0,128225.1,703022.17
2050-01-02 18:00:00+00:00,5580.0,0.0,0.0,32958.9,136882.2,1249.9533,265062.81,994.356,0.0,125244.16,703022.17
2050-01-02 19:00:00+00:00,5580.0,0.0,0.0,32958.9,136882.2,1249.9533,262483.4,994.356,0.0,122263.21,703022.17
2050-01-02 20:00:00+00:00,5580.0,0.0,0.0,32958.9,136882.2,1249.9533,257192.0,994.356,0.0,119282.27,703022.17
2050-01-02 21:00:00+00:00,5580.0,0.0,0.0,32958.9,127916.99,1249.9533,247692.28,994.356,0.0,119531.54,703022.17
2050-01-02 22:00:00+00:00,5580.0,0.0,0.0,32958.9,104745.78,1249.9533,238192.56,994.356,0.0,121946.11,703022.17
2050-01-02 23:00:00+00:00,5580.0,0.0,0.0,32958.9,88024.924,1249.9533,228692.84,994.356,0.0,124360.67,703022.17
2050-01-03 00:00:00+00:00,5580.0,0.0,0.0,32958.9,73304.915,1249.9533,219193.12,994.356,0.0,126775.24,703022.17
2050-01-03 01:00:00+00:00,5580.0,0.0,0.0,32958.9,58486.947,1249.9533,209693.4,994.356,0.0,129189.8,703022.17
2050-01-03 02:00:00+00:00,5580.0,0.0,0.0,32958.9,43254.323,1249.9533,200193.67,994.356,0.0,131604.37,703022.17
2050-01-03 03:00:00+00:00,5580.0,0.0,0.0,32958.9,25837.192,1249.9533,190693.95,994.356,0.0,134018.94,703022.17
2050-01-03 04:00:00+00:00,5580.0,0.0,0.0,32958.9,3118.839,1249.9533,181194.23,994.356,0.0,131378.88,703022.17
2050-01-03 05:00:00+00:00,5580.0,0.0,0.0,32958.9,3118.839,1249.9533,176313.28,994.356,0.0,128397.93,703022.17
2050-01-03 06:00:00+00:00,5580.0,0.0,0.0,32958.9,3193.4222,1249.9533,176313.28,994.356,0.0,125416.98,686622.17
2050-01-03 07:00:00+00:00,5580.0,0.0,0.0,32958.9,3193.4222,1250.1233,174323.08,994.356,0.0,122436.04,683780.84
2050-01-03 08:00:00+00:00,5580.0,0.0,0.0,32958.9,3193.4222,1265.82,174702.89,994.356,0.0,120466.06,676585.46
2050-01-03 09:00:00+00:00,5580.0,0.0,0.0,32958.9,3193.4222,1305.7133,175668.19,994.356,0.0,119795.35,661993.31
2050-01-03 10:00:00+00:00,5580.0,0.0,0.0,32958.9,3701.4527,1362.6067,177044.85,994.356,0.0,119795.35,645593.31
2050-01-03 11:00:00+00:00,5580.0,0.0,0.0,32958.9,3701.4527,1422.8433,178502.4,994.356,0.0,119795.35,630362.69
2050-01-03 12:00:00+00:00,5580.0,0.0,0.0,32958.9,3701.4527,1466.59,179560.94,994.356,0.0,119795.35,625993.1
2050-01-03 13:00:00+00:00,4647.0149,0.0,0.0,28831.979,3701.4527,1488.86,170600.08,994.356,0.0,119795.35,625993.1
2050-01-03 14:00:00+00:00,4647.0149,0.0,-4.5064651e-25,28831.979,3701.4527,1492.94,161199.09,994.356,0.0,119795.35,625993.1
2050-01-03 15:00:00+00:00,3714.0297,0.0,0.0,23545.513,3701.4527,1100.3418,151699.37,994.356,0.0,117846.3,625993.1
