,elec_Bus_NDE,elec_Bus_SDE,,,
2050-01-13 20:00:00+00:00,-13337.913,12804.396,,,
2050-01-13 21:00:00+00:00,-10132.761,9727.4505,,,
2050-01-13 22:00:00+00:00,-3544.5265,3402.7454,,,
2050-01-13 23:00:00+00:00,0,0,,,
2050-01-14 00:00:00+00:00,0,0,,,
2050-01-14 01:00:00+00:00,0,0,,,
2050-01-14 02:00:00+00:00,0,0,,,
2050-01-14 03:00:00+00:00,0,0,,,
2050-01-14 04:00:00+00:00,0,0,,,
2050-01-14 05:00:00+00:00,0,0,,,
2050-01-14 06:00:00+00:00,-7064.6564,6782.0701,,,
2050-01-14 07:00:00+00:00,-11753.852,11283.698,,,
2050-01-14 08:00:00+00:00,-8322.0705,7989.1877,,,
2050-01-14 09:00:00+00:00,0,0,,,
2050-01-14 10:00:00+00:00,0,0,,,
2050-01-14 11:00:00+00:00,0,0,,,
2050-01-14 12:00:00+00:00,0,0,,,
2050-01-14 13:00:00+00:00,-2491.6954,2392.0276,,,
2050-01-14 14:00:00+00:00,-11852.609,11378.504,,,
2050-01-14 15:00:00+00:00,-16172.579,15525.676,,,
2050-01-14 16:00:00+00:00,-18863.416,18108.879,,,
2050-01-14 17:00:00+00:00,-20833.333,20000,,,
2050-01-14 18:00:00+00:00,-20833.333,20000,,,
2050-01-14 19:00:00+00:00,-20674.778,19847.786,,,
2050-01-14 20:00:00+00:00,-15370.732,14755.902,,,
2050-01-14 21:00:00+00:00,-7380.7709,7085.5401,,,
2050-01-14 22:00:00+00:00,0,0,,,
2050-01-14 23:00:00+00:00,0,0,,,
2050-01-15 00:00:00+00:00,0,0,,,
2050-01-15 01:00:00+00:00,0,0,,,
2050-01-15 02:00:00+00:00,0,0,,,
2050-01-15 03:00:00+00:00,0,0,,,
2050-01-15 04:00:00+00:00,0,0,,,
2050-01-15 05:00:00+00:00,-773.12046,742.19564,,,
2050-01-15 06:00:00+00:00,-20833.333,20000,,,
2050-01-15 07:00:00+00:00,-10719.914,10291.118,,,
2050-01-15 08:00:00+00:00,-6878.0297,6602.9085,,,
2050-01-15 09:00:00+00:00,0,0,,,
2050-01-15 10:00:00+00:00,-8682.8277,8335.5146,,,
2050-01-15 11:00:00+00:00,-3343.5309,3209.7896,,,
2050-01-15 12:00:00+00:00,-2603.4909,2499.3513,,,
2050-01-15 13:00:00+00:00,-15979.97,15340.771,,,
2050-01-15 14:00:00+00:00,-20833.333,20000,,,
2050-01-15 15:00:00+00:00,-20833.333,20000,,,
2050-01-15 16:00:00+00:00,-20833.333,20000,,,
2050-01-15 17:00:00+00:00,-20833.333,20000,,,
2050-01-15 18:00:00+00:00,-20833.333,20000,,,
2050-01-15 19:00:00+00:00,-20833.333,20000,,,
2050-01-15 20:00:00+00:00,-20833.333,20000,,,
2050-01-15 21:00:00+00:00,-20833.333,20000,,,
2050-01-15 22:00:00+00:00,-20833.333,20000,,,
2050-01-15 23:00:00+00:00,-20833.333,20000,,,
2050-01-16 00:00:00+00:00,-20833.333,20000,,,
2050-01-16 01:00:00+00:00,-20833.333,20000,,,
2050-01-16 02:00:00+00:00,-20833.333,20000,,,
2050-01-16 03:00:00+00:00,-20833.333,20000,,,
2050-01-16 04:00:00+00:00,-20833.333,20000,,,
2050-01-16 05:00:00+00:00,-20833.333,20000,,,
2050-01-16 06:00:00+00:00,-20833.333,20000,,,
2050-01-16 07:00:00+00:00,-20833.333,20000,,,
2050-01-16 08:00:00+00:00,-20833.333,20000,,,
2050-01-16 09:00:00+00:00,-20833.333,20000,,,
2050-01-16 10:00:00+00:00,-9252.4886,8882.389,,,
2050-01-16 11:00:00+00:00,-511.3339,490.88054,,,
2050-01-16 12:00:00+00:00,0,0,,,
2050-01-16 13:00:00+00:00,-13130.304,12605.092,,,
2050-01-16 14:00:00+00:00,-20833.333,20000,,,
2050-01-16 15:00:00+00:00,-20833.333,20000,,,
2050-01-16 16:00:00+00:00,-20833.333,20000,,,
2050-01-16 17:00:00+00:00,-20833.333,20000,,,
2050-01-16 18:00:00+00:00,-20833.333,20000,,,
2050-01-16 19:00:00+00:00,-20833.333,20000,,,
2050-01-16 20:00:00+00:00,-20833.333,20000,,,
2050-01-16 21:00:00+00:00,-20833.333,20000,,,
2050-01-16 22:00:00+00:00,-20833.333,20000,,,
2050-01-16 23:00:00+00:00,-20833.333,20000,,,
2050-01-17 00:00:00+00:00,-20833.333,20000,,,
2050-01-17 01:00:00+00:00,-20833.333,20000,,,
2050-01-17 02:00:00+00:00,-20833.333,20000,,,
2050-01-17 03:00:00+00:00,-20833.333,20000,,,
2050-01-17 04:00:00+00:00,-20833.333,20000,,,
2050-01-17 05:00:00+00:00,-20833.333,20000,,,
2050-01-17 06:00:00+00:00,-20833.333,20000,,,
2050-01-17 07:00:00+00:00,-20833.333,20000,,,
2050-01-17 08:00:00+00:00,-20833.333,20000,,,
2050-01-17 09:00:00+00:00,-20833.333,20000,,,
2050-01-17 10:00:00+00:00,-20833.333,20000,,,
2050-01-17 11:00:00+00:00,-20833.333,20000,,,
2050-01-17 12:00:00+00:00,-20833.333,20000,,,
2050-01-17 13:00:00+00:00,-20833.333,20000,,,
2050-01-17 14:00:00+00:00,-20833.333,20000,,,
2050-01-17 15:00:00+00:00,-20833.333,20000,,,
2050-01-17 16:00:00+00:00,-20833.333,20000,,,
2050-01-17 17:00:00+00:00,-20833.333,20000,,,
2050-01-17 18:00:00+00:00,-20833.333,20000,,,
2050-01-17 19:00:00+00:00,-20833.333,20000,,,
2050-01-17 20:00:00+00:00,-20833.333,20000,,,
2050-01-17 21:00:00+00:00,-20833.333,20000,,,
2050-01-17 22:00:00+00:00,-20833.333,20000,,,
2050-01-17 23:00:00+00:00,-20833.333,20000,,,
2050-01-18 00:00:00+00:00,-20833.333,20000,,,
2050-01-18 01:00:00+00:00,-20833.333,20000,,,
2050-01-18 02:00:00+00:00,-20833.333,20000,,,
2050-01-18 03:00:00+00:00,-20833.333,20000,,,
2050-01-18 04:00:00+00:00,-20833.333,20000,,,
2050-01-18 05:00:00+00:00,-20833.333,20000,,,
2050-01-18 06:00:00+00:00,-20833.333,20000,,,
2050-01-18 07:00:00+00:00,-20833.333,20000,,,
2050-01-18 08:00:00+00:00,-20833.333,20000,,,
2050-01-18 09:00:00+00:00,-20833.333,20000,,,
2050-01-18 10:00:00+00:00,-20833.333,20000,,,
2050-01-18 11:00:00+00:00,-20833.333,20000,,,
2050-01-18 12:00:00+00:00,-20833.333,20000,,,
2050-01-18 13:00:00+00:00,-20833.333,20000,,,
2050-01-18 14:00:00+00:00,-20833.333,20000,,,
2050-01-18 15:00:00+00:00,-20833.333,20000,,,
2050-01-18 16:00:00+00:00,-20833.333,20000,,,
2050-01-18 17:00:00+00:00,-20833.333,20000,,,
2050-01-18 18:00:00+00:00,-20833.333,20000,,,
2050-01-18 19:00:00+00:00,-20833.333,20000,,,
2050-01-18 20:00:00+00:00,-20833.333,20000,,,
2050-01-18 21:00:00+00:00,-20833.333,20000,,,
2050-01-18 22:00:00+00:00,-20833.333,20000,,,
2050-01-18 23:00:00+00:00,-20833.333,20000,,,
2050-01-19 00:00:00+00:00,-20833.333,20000,,,
2050-01-19 01:00:00+00:00,-20833.333,20000,,,
2050-01-19 02:00:00+00:00,-20833.333,20000,,,
2050-01-19 03:00:00+00:00,-20833.333,20000,,,
2050-01-19 04:00:00+00:00,-20833.333,20000,,,
2050-01-19 05:00:00+00:00,-20833.333,20000,,,
2050-01-19 06:00:00+00:00,-20833.333,20000,,,
2050-01-19 07:00:00+00:00,-20833.333,20000,,,
2050-01-19 08:00:00+00:00,-20833.333,20000,,,
2050-01-19 09:00:00+00:00,-20833.333,20000,,,
2050-01-19 10:00:00+00:00,-20833.333,20000,,,
2050-01-19 11:00:00+00:00,-20833.333,20000,,,
2050-01-19 12:00:00+00:00,-20833.333,20000,,,
2050-01-19 13:00:00+00:00,-20833.333,20000,,,
2050-01-19 14:00:00+00:00,-20833.333,20000,,,
2050-01-19 15:00:00+00:00,-20833.333,20000,,,
2050-01-19 16:00:00+00:00,-20833.333,20000,,,
2050-01-19 17:00:00+00:00,-20833.333,20000,,,
2050-01-19 18:00:00+00:00,-20833.333,20000,,,
2050-01-19 19:00:00+00:00,-20833.333,20000,,,
2050-01-19 20:00:00+00:00,-20833.333,20000,,,
2050-01-19 21:00:00+00:00,-20833.333,20000,,,
2050-01-19 22:00:00+00:00,-20833.333,20000,,,
2050-01-19 23:00:00+00:00,-20833.333,20000,,,
2050-01-20 00:00:00+00:00,-20833.333,20000,,,
2050-01-20 01:00:00+00:00,-20833.333,20000,,,
2050-01-20 02:00:00+00:00,-20833.333,20000,,,
2050-01-20 03:00:00+00:00,-20833.333,20000,,,
2050-01-20 04:00:00+00:00,-20833.333,20000,,,
2050-01-20 05:00:00+00:00,-20833.333,20000,,,
2050-01-20 06:00:00+00:00,-20833.333,20000,,,
2050-01-20 07:00:00+00:00,-20833.333,20000,,,
2050-01-20 08:00:00+00:00,-20833.333,20000,,,
2050-01-20 09:00:00+00:00,-20833.333,20000,,,
2050-01-20 10:00:00+00:00,-20833.333,20000,,,
2050-01-20 11:00:00+00:00,-20833.333,20000,,,
2050-01-20 12:00:00+00:00,-20833.333,20000,,,
2050-01-20 13:00:00+00:00,-20833.333,20000,,,
2050-01-20 14:00:00+00:00,-20833.333,20000,,,
2050-01-20 15:00:00+00:00,-20833.333,20000,,,
2050-01-20 16:00:00+00:00,-20833.333,20000,,,
2050-01-20 17:00:00+00:00,-20833.333,20000,,,
2050-01-20 18:00:00+00:00,-20833.333,20000,,,
2050-01-20 19:00:00+00:00,-20833.333,20000,,,
2050-01-20 20:00:00+00:00,-20833.333,20000,,,
2050-01-20 21:00:00+00:00,-20833.333,20000,,,
2050-01-20 22:00:00+00:00,-20833.333,20000,,,
