,elec_Bus_NDE,elec_Bus_SDE,,,
2050-01-01 00:00:00+00:00,-20833.333,20000,,,
2050-01-01 01:00:00+00:00,-20833.333,20000,,,
2050-01-01 02:00:00+00:00,-20833.333,20000,,,
2050-01-01 03:00:00+00:00,-20833.333,20000,,,
2050-01-01 04:00:00+00:00,-20833.333,20000,,,
2050-01-01 05:00:00+00:00,-20833.333,20000,,,
2050-01-01 06:00:00+00:00,-20833.333,20000,,,
2050-01-01 07:00:00+00:00,-20833.333,20000,,,
2050-01-01 08:00:00+00:00,-20833.333,20000,,,0.230326821203
2050-01-01 09:00:00+00:00,-20833.333,20000,,,
2050-01-01 10:00:00+00:00,-20833.333,20000,,,
2050-01-01 11:00:00+00:00,-20833.333,20000,,,
2050-01-01 12:00:00+00:00,-20833.333,20000,,,
2050-01-01 13:00:00+00:00,-20833.333,20000,,,
2050-01-01 14:00:00+00:00,-20833.333,20000,,,
2050-01-01 15:00:00+00:00,-20833.333,20000,,,
2050-01-01 16:00:00+00:00,-20833.333,20000,,,
2050-01-01 17:00:00+00:00,-20833.333,20000,,,
2050-01-01 18:00:00+00:00,-20833.333,20000,,,
2050-01-01 19:00:00+00:00,-20833.333,20000,,,
2050-01-01 20:00:00+00:00,-20833.333,20000,,,
2050-01-01 21:00:00+00:00,-20833.333,20000,,,
2050-01-01 22:00:00+00:00,-20833.333,20000,,,
2050-01-01 23:00:00+00:00,-20833.333,20000,,,
2050-01-02 00:00:00+00:00,-20833.333,20000,,,
2050-01-02 01:00:00+00:00,-20833.333,20000,,,
2050-01-02 02:00:00+00:00,-20833.333,20000,,,
2050-01-02 03:00:00+00:00,-20833.333,20000,,,
2050-01-02 04:00:00+00:00,-20833.333,20000,,,
2050-01-02 05:00:00+00:00,-20833.333,20000,,,
2050-01-02 06:00:00+00:00,-20833.333,20000,,,
2050-01-02 07:00:00+00:00,-20833.333,20000,,,
2050-01-02 08:00:00+00:00,-20833.333,20000,,,
2050-01-02 09:00:00+00:00,-20833.333,20000,,,
2050-01-02 10:00:00+00:00,-20833.333,20000,,,
2050-01-02 11:00:00+00:00,-20833.333,20000,,,
2050-01-02 12:00:00+00:00,-20833.333,20000,,,
2050-01-02 13:00:00+00:00,-20833.333,20000,,,
2050-01-02 14:00:00+00:00,-20833.333,20000,,,
2050-01-02 15:00:00+00:00,-20833.333,20000,,,
2050-01-02 16:00:00+00:00,-20833.333,20000,,,
2050-01-02 17:00:00+00:00,-20833.333,20000,,,
2050-01-02 18:00:00+00:00,-20833.333,20000,,,
2050-01-02 19:00:00+00:00,-20833.333,20000,,,
2050-01-02 20:00:00+00:00,-20833.333,20000,,,
2050-01-02 21:00:00+00:00,-20833.333,20000,,,
2050-01-02 22:00:00+00:00,-20833.333,20000,,,
2050-01-02 23:00:00+00:00,-20833.333,20000,,,
2050-01-03 00:00:00+00:00,-20833.333,20000,,,
2050-01-03 01:00:00+00:00,-20833.333,20000,,,
2050-01-03 02:00:00+00:00,-20833.333,20000,,,
2050-01-03 03:00:00+00:00,-20833.333,20000,,,
2050-01-03 04:00:00+00:00,-20833.333,20000,,,
2050-01-03 05:00:00+00:00,-20833.333,20000,,,
2050-01-03 06:00:00+00:00,-20833.333,20000,,,
2050-01-03 07:00:00+00:00,-20833.333,20000,,,
2050-01-03 08:00:00+00:00,-20833.333,20000,,,
2050-01-03 09:00:00+00:00,-20833.333,20000,,,
2050-01-03 10:00:00+00:00,-20833.333,20000,,,
2050-01-03 11:00:00+00:00,-20833.333,20000,,,
2050-01-03 12:00:00+00:00,-20833.333,20000,,,
2050-01-03 13:00:00+00:00,-20833.333,20000,,,
2050-01-03 14:00:00+00:00,-20833.333,20000,,,
2050-01-03 15:00:00+00:00,-20833.333,20000,,,
2050-01-03 16:00:00+00:00,-20833.333,20000,,,
2050-01-03 17:00:00+00:00,-20833.333,20000,,,
2050-01-03 18:00:00+00:00,-20833.333,20000,,,
2050-01-03 19:00:00+00:00,-20833.333,20000,,,
2050-01-03 20:00:00+00:00,-20833.333,20000,,,
2050-01-03 21:00:00+00:00,-20833.333,20000,,,
2050-01-03 22:00:00+00:00,-20833.333,20000,,,
2050-01-03 23:00:00+00:00,-20833.333,20000,,,
2050-01-04 00:00:00+00:00,-20833.333,20000,,,
2050-01-04 01:00:00+00:00,-20833.333,20000,,,
2050-01-04 02:00:00+00:00,-20833.333,20000,,,
2050-01-04 03:00:00+00:00,-20833.333,20000,,,
2050-01-04 04:00:00+00:00,-20833.333,20000,,,
2050-01-04 05:00:00+00:00,-20833.333,20000,,,
2050-01-04 06:00:00+00:00,-20833.333,20000,,,
2050-01-04 07:00:00+00:00,-20833.333,20000,,,
2050-01-04 08:00:00+00:00,-20833.333,20000,,,
2050-01-04 09:00:00+00:00,-20833.333,20000,,,
2050-01-04 10:00:00+00:00,-20833.333,20000,,,
2050-01-04 11:00:00+00:00,-20833.333,20000,,,
2050-01-04 12:00:00+00:00,-20833.333,20000,,,
2050-01-04 13:00:00+00:00,-20833.333,20000,,,
2050-01-04 14:00:00+00:00,-20833.333,20000,,,
2050-01-04 15:00:00+00:00,-20833.333,20000,,,
2050-01-04 16:00:00+00:00,-20833.333,20000,,,
2050-01-04 17:00:00+00:00,-20833.333,20000,,,
2050-01-04 18:00:00+00:00,-20833.333,20000,,,
2050-01-04 19:00:00+00:00,-20833.333,20000,,,
2050-01-04 20:00:00+00:00,-20833.333,20000,,,
2050-01-04 21:00:00+00:00,-20833.333,20000,,,
2050-01-04 22:00:00+00:00,-20833.333,20000,,,
2050-01-04 23:00:00+00:00,-20833.333,20000,,,
2050-01-05 00:00:00+00:00,-20833.333,20000,,,
2050-01-05 01:00:00+00:00,-20833.333,20000,,,
2050-01-05 02:00:00+00:00,-20833.333,20000,,,
2050-01-05 03:00:00+00:00,-20833.333,20000,,,
2050-01-05 04:00:00+00:00,-20833.333,20000,,,
2050-01-05 05:00:00+00:00,-20833.333,20000,,,
2050-01-05 06:00:00+00:00,-20833.333,20000,,,
2050-01-05 07:00:00+00:00,-20833.333,20000,,,
2050-01-05 08:00:00+00:00,-20833.333,20000,,,
2050-01-05 09:00:00+00:00,-20833.333,20000,,,
2050-01-05 10:00:00+00:00,-16013.354,15372.82,,,
2050-01-05 11:00:00+00:00,-15206.337,14598.084,,,
2050-01-05 12:00:00+00:00,-20833.333,20000,,,
2050-01-05 13:00:00+00:00,-20833.333,20000,,,
2050-01-05 14:00:00+00:00,-20833.333,20000,,,
2050-01-05 15:00:00+00:00,-20833.333,20000,,,
2050-01-05 16:00:00+00:00,-20833.333,20000,,,
2050-01-05 17:00:00+00:00,-20833.333,20000,,,
2050-01-05 18:00:00+00:00,-20833.333,20000,,,
2050-01-05 19:00:00+00:00,-20833.333,20000,,,
2050-01-05 20:00:00+00:00,-20833.333,20000,,,
2050-01-05 21:00:00+00:00,-20833.333,20000,,,
2050-01-05 22:00:00+00:00,-20833.333,20000,,,
2050-01-05 23:00:00+00:00,-20833.333,20000,,,
2050-01-06 00:00:00+00:00,-20833.333,20000,,,
2050-01-06 01:00:00+00:00,-20833.333,20000,,,
2050-01-06 02:00:00+00:00,-20833.333,20000,,,
2050-01-06 03:00:00+00:00,-20833.333,20000,,,
2050-01-06 04:00:00+00:00,-20833.333,20000,,,
2050-01-06 05:00:00+00:00,-20833.333,20000,,,
2050-01-06 06:00:00+00:00,-20833.333,20000,,,
2050-01-06 07:00:00+00:00,-20833.333,20000,,,
2050-01-06 08:00:00+00:00,-20833.333,20000,,,
2050-01-06 09:00:00+00:00,-20833.333,20000,,,
2050-01-06 10:00:00+00:00,-20833.333,20000,,,
2050-01-06 11:00:00+00:00,-20833.333,20000,,,
2050-01-06 12:00:00+00:00,-18964.166,18205.6,,,
2050-01-06 13:00:00+00:00,-14555.739,13973.509,,,
2050-01-06 14:00:00+00:00,-14699.622,14111.637,,,
2050-01-06 15:00:00+00:00,-12630.72,12125.491,,,
2050-01-06 16:00:00+00:00,-7503.3709,7203.2361,,,
2050-01-06 17:00:00+00:00,-2237.8166,2148.304,,,
2050-01-06 18:00:00+00:00,-30.816302,29.583649,,,
2050-01-06 19:00:00+00:00,392.7117,-409.07469,,,
2050-01-06 20:00:00+00:00,5735.6355,-5974.6203,,,
2050-01-06 21:00:00+00:00,2824.8504,-2942.5525,,,
2050-01-06 22:00:00+00:00,-4439.8837,4262.2884,,,
2050-01-06 23:00:00+00:00,0,0,,,
2050-01-07 00:00:00+00:00,0,0,,,
2050-01-07 01:00:00+00:00,0,0,,,
2050-01-07 02:00:00+00:00,-4255.5235,4085.3025,,,
2050-01-07 03:00:00+00:00,-14553.662,13971.516,,,
2050-01-07 04:00:00+00:00,-12494.063,11994.3,,,
2050-01-07 05:00:00+00:00,-20833.333,20000,,,
2050-01-07 06:00:00+00:00,-20833.333,20000,,,
2050-01-07 07:00:00+00:00,-20833.333,20000,,,
2050-01-07 08:00:00+00:00,-20833.333,20000,,,
2050-01-07 09:00:00+00:00,-20833.333,20000,,,
2050-01-07 10:00:00+00:00,-20833.333,20000,,,
2050-01-07 11:00:00+00:00,-20833.333,20000,,,
2050-01-07 12:00:00+00:00,-20833.333,20000,,,
2050-01-07 13:00:00+00:00,-20833.333,20000,,,
2050-01-07 14:00:00+00:00,-20833.333,20000,,,
2050-01-07 15:00:00+00:00,-20833.333,20000,,,
2050-01-07 16:00:00+00:00,-20833.333,20000,,,
2050-01-07 17:00:00+00:00,-20833.333,20000,,,
2050-01-07 18:00:00+00:00,-20833.333,20000,,,
2050-01-07 19:00:00+00:00,-20833.333,20000,,,
2050-01-07 20:00:00+00:00,-20833.333,20000,,,
2050-01-07 21:00:00+00:00,-20833.333,20000,,,
2050-01-07 22:00:00+00:00,-19407.338,18631.044,,,
2050-01-07 23:00:00+00:00,-12544.25,12042.48,,,
2050-01-08 00:00:00+00:00,-3123.6503,2998.7043,,,
2050-01-08 01:00:00+00:00,-1485.7826,1426.3512,,,
2050-01-08 02:00:00+00:00,0,0,,,
2050-01-08 03:00:00+00:00,0,0,,,
2050-01-08 04:00:00+00:00,-2919.9333,2803.136,,,
2050-01-08 05:00:00+00:00,-7417.0918,7120.4082,,,
2050-01-08 06:00:00+00:00,-6594.9005,6331.1045,,,
2050-01-08 07:00:00+00:00,-2530.0849,2428.8815,,,
2050-01-08 08:00:00+00:00,0,0,,,
2050-01-08 09:00:00+00:00,0,0,,,
2050-01-08 10:00:00+00:00,0,0,,,
2050-01-08 11:00:00+00:00,0,0,,,
2050-01-08 12:00:00+00:00,0,0,,,
2050-01-08 13:00:00+00:00,0,0,,,
2050-01-08 14:00:00+00:00,0,0,,,
2050-01-08 15:00:00+00:00,0,0,,,
2050-01-08 16:00:00+00:00,0,0,,,
2050-01-08 17:00:00+00:00,0,0,,,
2050-01-08 18:00:00+00:00,-5401.9788,5185.8996,,,
2050-01-08 19:00:00+00:00,-7690.3839,7382.7685,,,
2050-01-08 20:00:00+00:00,-9392.0496,9016.3676,,,
2050-01-08 21:00:00+00:00,-13424.89,12887.894,,,
2050-01-08 22:00:00+00:00,-13454.645,12916.459,,,
2050-01-08 23:00:00+00:00,-7366.927,7072.2499,,,
2050-01-09 00:00:00+00:00,-2754.8322,2644.6389,,,
2050-01-09 01:00:00+00:00,-20833.333,20000,,,
2050-01-09 02:00:00+00:00,0,0,,,
2050-01-09 03:00:00+00:00,0,0,,,
2050-01-09 04:00:00+00:00,0,0,,,
2050-01-09 05:00:00+00:00,-20833.333,20000,,,
2050-01-09 06:00:00+00:00,-20833.333,20000,,,
2050-01-09 07:00:00+00:00,-9289.9364,8918.3389,,,
2050-01-09 08:00:00+00:00,-14588.676,14005.129,,,
2050-01-09 09:00:00+00:00,-20448.471,19630.533,,,
2050-01-09 10:00:00+00:00,-16386.441,15730.983,,,
2050-01-09 11:00:00+00:00,-20833.333,20000,,,
2050-01-09 12:00:00+00:00,-20833.333,20000,,,
2050-01-09 13:00:00+00:00,-20833.333,20000,,,
2050-01-09 14:00:00+00:00,-20833.333,20000,,,
2050-01-09 15:00:00+00:00,-20833.333,20000,,,
2050-01-09 16:00:00+00:00,-20833.333,20000,,,
2050-01-09 17:00:00+00:00,-20833.333,20000,,,
2050-01-09 18:00:00+00:00,-20833.333,20000,,,
2050-01-09 19:00:00+00:00,-20833.333,20000,,,
2050-01-09 20:00:00+00:00,-20833.333,20000,,,
2050-01-09 21:00:00+00:00,-20833.333,20000,,,
2050-01-09 22:00:00+00:00,-20833.333,20000,,,
2050-01-09 23:00:00+00:00,-20833.333,20000,,,
2050-01-10 00:00:00+00:00,-20833.333,20000,,,
2050-01-10 01:00:00+00:00,-20833.333,20000,,,
2050-01-10 02:00:00+00:00,-20833.333,20000,,,
2050-01-10 03:00:00+00:00,-20833.333,20000,,,
2050-01-10 04:00:00+00:00,-20833.333,20000,,,
2050-01-10 05:00:00+00:00,-20833.333,20000,,,
2050-01-10 06:00:00+00:00,-20833.333,20000,,,
2050-01-10 07:00:00+00:00,-20833.333,20000,,,
2050-01-10 08:00:00+00:00,-20833.333,20000,,,
2050-01-10 09:00:00+00:00,-20833.333,20000,,,
2050-01-10 10:00:00+00:00,-20833.333,20000,,,
2050-01-10 11:00:00+00:00,-20833.333,20000,,,
2050-01-10 12:00:00+00:00,-20833.333,20000,,,
2050-01-10 13:00:00+00:00,-20833.333,20000,,,
2050-01-10 14:00:00+00:00,-20833.333,20000,,,
2050-01-10 15:00:00+00:00,-20833.333,20000,,,
2050-01-10 16:00:00+00:00,-20833.333,20000,,,
2050-01-10 17:00:00+00:00,-20833.333,20000,,,
2050-01-10 18:00:00+00:00,-20833.333,20000,,,
2050-01-10 19:00:00+00:00,-20833.333,20000,,,
2050-01-10 20:00:00+00:00,-20833.333,20000,,,
2050-01-10 21:00:00+00:00,-20833.333,20000,,,
2050-01-10 22:00:00+00:00,-20833.333,20000,,,
2050-01-10 23:00:00+00:00,-20833.333,20000,,,
2050-01-11 00:00:00+00:00,-20833.333,20000,,,
2050-01-11 01:00:00+00:00,-20833.333,20000,,,
2050-01-11 02:00:00+00:00,-20833.333,20000,,,
2050-01-11 03:00:00+00:00,-20833.333,20000,,,
2050-01-11 04:00:00+00:00,-20833.333,20000,,,
2050-01-11 05:00:00+00:00,-20833.333,20000,,,
2050-01-11 06:00:00+00:00,-20833.333,20000,,,
2050-01-11 07:00:00+00:00,-20833.333,20000,,,
2050-01-11 08:00:00+00:00,-20833.333,20000,,,
2050-01-11 09:00:00+00:00,-20833.333,20000,,,
2050-01-11 10:00:00+00:00,-20833.333,20000,,,
2050-01-11 11:00:00+00:00,-20833.333,20000,,,
2050-01-11 12:00:00+00:00,-20833.333,20000,,,
2050-01-11 13:00:00+00:00,-20833.333,20000,,,
2050-01-11 14:00:00+00:00,-20833.333,20000,,,
2050-01-11 15:00:00+00:00,-20833.333,20000,,,
2050-01-11 16:00:00+00:00,-20833.333,20000,,,
2050-01-11 17:00:00+00:00,-20833.333,20000,,,
2050-01-11 18:00:00+00:00,-20833.333,20000,,,
2050-01-11 19:00:00+00:00,-20833.333,20000,,,
2050-01-11 20:00:00+00:00,-20833.333,20000,,,
2050-01-11 21:00:00+00:00,-20833.333,20000,,,
2050-01-11 22:00:00+00:00,-20833.333,20000,,,
2050-01-11 23:00:00+00:00,-20833.333,20000,,,
2050-01-12 00:00:00+00:00,-20833.333,20000,,,
2050-01-12 01:00:00+00:00,-20833.333,20000,,,
2050-01-12 02:00:00+00:00,-20833.333,20000,,,
2050-01-12 03:00:00+00:00,-20833.333,20000,,,
2050-01-12 04:00:00+00:00,-20833.333,20000,,,
2050-01-12 05:00:00+00:00,-20833.333,20000,,,
2050-01-12 06:00:00+00:00,-20833.333,20000,,,
2050-01-12 07:00:00+00:00,-20833.333,20000,,,
2050-01-12 08:00:00+00:00,-20833.333,20000,,,
2050-01-12 09:00:00+00:00,-20833.333,20000,,,
2050-01-12 10:00:00+00:00,-20833.333,20000,,,
2050-01-12 11:00:00+00:00,-20833.333,20000,,,
2050-01-12 12:00:00+00:00,-20833.333,20000,,,
2050-01-12 13:00:00+00:00,-20833.333,20000,,,
2050-01-12 14:00:00+00:00,-20833.333,20000,,,
2050-01-12 15:00:00+00:00,-20833.333,20000,,,
2050-01-12 16:00:00+00:00,-20833.333,20000,,,
2050-01-12 17:00:00+00:00,-20833.333,20000,,,
2050-01-12 18:00:00+00:00,-20833.333,20000,,,
2050-01-12 19:00:00+00:00,-20833.333,20000,,,
2050-01-12 20:00:00+00:00,-20833.333,20000,,,
2050-01-12 21:00:00+00:00,-18294.397,17562.621,,,
2050-01-12 22:00:00+00:00,-8769.1918,8418.4242,,,
2050-01-12 23:00:00+00:00,-4280.173,4108.9661,,,
2050-01-13 00:00:00+00:00,-4952.6915,4754.5839,,,
2050-01-13 01:00:00+00:00,-3456.3756,3318.1206,,,
2050-01-13 02:00:00+00:00,-3128.1925,3003.0648,,,
2050-01-13 03:00:00+00:00,-603.24197,579.11229,,,
2050-01-13 04:00:00+00:00,2431.8946,-2533.2236,,,
2050-01-13 05:00:00+00:00,-7803.2585,7491.1281,,,
2050-01-13 06:00:00+00:00,-6306.7472,6054.4774,,,
2050-01-13 07:00:00+00:00,-10363.218,9948.6891,,,
2050-01-13 08:00:00+00:00,-9027.3924,8666.2967,,,
2050-01-13 09:00:00+00:00,-13637.301,13091.809,,,
2050-01-13 10:00:00+00:00,-15712.628,15084.123,,,
2050-01-13 11:00:00+00:00,-12693.226,12185.497,,,
2050-01-13 12:00:00+00:00,-13877.686,13322.578,,,
2050-01-13 13:00:00+00:00,-10829.366,10396.191,,,
2050-01-13 14:00:00+00:00,-14327.279,13754.187,,,
2050-01-13 15:00:00+00:00,-12359.604,11865.22,,,
2050-01-13 16:00:00+00:00,-11682.974,11215.655,,,
2050-01-13 17:00:00+00:00,-13775.283,13224.271,,,
2050-01-13 18:00:00+00:00,-12346.484,11852.625,,,
2050-01-13 19:00:00+00:00,-14156.604,13590.34,,,
