timeindex,hydro_NDE,offshore_NDE,onshore_NDE,pv_NDE,chp_NDE,acaes_NDE,hydrogen_NDE,li-ion_NDE,redox_NDE,phs_NDE,import,electricity_NDE,excess_NDE
2050-01-01 00:00:00+00:00,56.466786,53976.118,42747.6,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9528.607724475554,60479.566
2050-01-01 01:00:00+00:00,56.60348,53603.011,46126.8,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9207.40750103513,63656.499
2050-01-01 02:00:00+00:00,56.740174,52253.608,47766.0,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,8814.275962609983,62132.123
2050-01-01 03:00:00+00:00,56.876868,51737.477,50805.6,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,8468.766547686626,66457.53
2050-01-01 04:00:00+00:00,57.013562,50991.263,51986.4,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,8264.927952020786,65771.49
2050-01-01 05:00:00+00:00,57.150256,50680.341,51211.2,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7954.886055791627,62030.526
2050-01-01 06:00:00+00:00,57.28695,50319.671,50227.2,0.0,4124.1659,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7383.2213907799005,65381.823
2050-01-01 07:00:00+00:00,57.423644,49119.511,47761.2,0.0,2251.6463,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7387.405756684527,59839.095
2050-01-01 08:00:00+00:00,57.560338,47931.787,45159.6,1171.753,1400.1549,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7510.745050037131,56246.831
2050-01-01 09:00:00+00:00,57.697032,46688.098,42526.8,4919.2513,273.23428,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7975.409392408474,54526.392
2050-01-01 10:00:00+00:00,57.833726,45773.986,40276.8,8561.1863,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,8519.576759496707,54186.95
2050-01-01 11:00:00+00:00,57.97042,45195.671,38167.2,9922.9533,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9117.94168222257,52262.573
2050-01-01 12:00:00+00:00,58.107114,44337.525,36760.8,8350.0597,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9344.495425217212,48198.717
2050-01-01 13:00:00+00:00,58.243808,44076.351,35634.0,5035.371,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9220.956894477607,43628.842
2050-01-01 14:00:00+00:00,58.380502,43230.642,34261.2,1055.6333,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9120.93051501159,37521.646
2050-01-01 15:00:00+00:00,58.517196,42173.506,32220.0,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9102.39973358742,33386.344
2050-01-01 16:00:00+00:00,58.65389,40164.948,28465.2,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9418.817806433148,27306.704
2050-01-01 17:00:00+00:00,58.790584,38927.477,26827.2,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,10241.1461685354,23609.041
2050-01-01 18:00:00+00:00,58.927278,37721.098,26007.6,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,10394.174552391161,21430.171
2050-01-01 19:00:00+00:00,59.063972,36844.297,24370.8,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,10230.386352362713,19080.495
2050-01-01 20:00:00+00:00,59.200666,36091.865,23751.6,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9870.331266400533,18069.055
2050-01-01 21:00:00+00:00,59.33736,35830.69,24090.0,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9738.224730200156,18728.297
2050-01-01 22:00:00+00:00,59.474054,35345.651,23971.2,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9856.184124532547,20603.556
2050-01-01 23:00:00+00:00,59.610748,34754.899,23624.4,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9359.041096256025,21884.272
2050-01-02 00:00:00+00:00,59.747442,34779.773,24591.6,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,8757.089574183332,24128.831
2050-01-02 01:00:00+00:00,59.945832,34792.21,24525.6,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,8310.557502197633,24309.062
2050-01-02 02:00:00+00:00,60.144223,35183.972,23588.4,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,8067.664788490774,23929.693
2050-01-02 03:00:00+00:00,60.342614,34885.486,22561.2,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7912.64383131006,22154.949
2050-01-02 04:00:00+00:00,60.541005,34263.642,21466.8,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7852.07009905586,17757.152
2050-01-02 05:00:00+00:00,60.739396,33312.219,20481.6,0.0,0.0,-454.71604,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7650.224058582693,13786.339
2050-01-02 06:00:00+00:00,60.937787,31838.447,19904.4,0.0,2134.3305,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,7262.870948348577,14711.965
2050-01-02 07:00:00+00:00,61.136178,29425.69,18531.6,0.0,49.300738,-797.14286,-5.2802028e-26,-1256.7359,0.0,0.0,-20833.333,7521.106355171328,6529.4622
2050-01-02 08:00:00+00:00,61.334569,26981.84,16936.8,1646.788,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,8014.66276596875,5648.8207
2050-01-02 09:00:00+00:00,61.53296,25346.389,15392.4,4760.9063,0.0,-797.14286,-5.2802028e-26,-2817.0,0.0,0.0,-20833.333,8776.018866646044,1207.787
2050-01-02 10:00:00+00:00,61.731351,24550.428,14800.8,7304.9827,0.0,-797.14286,-5.2802028e-26,-2817.0,-115.42434,0.0,-20833.333,9364.819506314787,1660.2755
2050-01-02 11:00:00+00:00,61.929742,25228.238,14805.6,8708.975,0.0,-797.14286,-5.2802028e-26,-2817.0,-167.4,0.0,-20833.333,9985.102572424652,3111.9196
2050-01-02 12:00:00+00:00,62.128133,25924.704,15079.2,7737.7923,0.0,-797.14286,-5.2802028e-26,-2817.0,-167.4,0.0,-20833.333,10023.95743494638,3472.3482
2050-01-02 13:00:00+00:00,62.326524,26646.044,15630.0,4465.329,0.0,-797.14286,-5.2802028e-26,-2817.0,-167.4,0.0,-20833.333,9623.254186789067,2034.6188
2050-01-02 14:00:00+00:00,62.524915,26024.2,16512.0,865.61933,0.0,-797.14286,-5.2802028e-26,-1765.3515,0.0,0.0,-20833.333,9355.454496909206,0.0
2050-01-02 15:00:00+00:00,62.723306,25383.7,17632.8,0.0,0.0,0.0,-5.2802028e-26,-1982.9284,0.0,0.0,-20833.333,9297.072575366949,0.0
2050-01-02 16:00:00+00:00,62.921697,24332.782,17743.2,0.0,0.0,-496.17997,-5.2802028e-26,0.0,0.0,0.0,-20833.333,9679.444297619391,0.0
2050-01-02 17:00:00+00:00,63.120088,22753.297,16845.6,0.0,1548.9427,0.0,0.0,0.0,0.0,0.0,-20833.333,10646.432293635948,0.0
2050-01-02 18:00:00+00:00,63.318479,20197.515,15716.4,0.0,4277.8325,0.0,0.0,0.0,0.0,0.0,-20833.333,10840.905879896218,0.0
2050-01-02 19:00:00+00:00,63.51687,18705.088,14710.8,0.0,5721.6194,0.0,0.0,0.0,0.0,0.0,-20833.333,10594.028037671722,0.0
2050-01-02 20:00:00+00:00,63.715261,17710.136,13647.6,0.0,6528.9506,0.0,0.0,0.0,0.0,0.0,-20833.333,10107.047059010129,0.0
2050-01-02 21:00:00+00:00,63.913652,16398.044,12466.8,0.0,7362.5934,0.0,0.0,0.0,0.0,0.0,-20833.333,10017.9797512361,0.0
2050-01-02 22:00:00+00:00,64.112043,14582.258,11685.6,0.0,5032.8078,797.14286,0.0,2817.0,167.4,340.0,-20833.333,10201.892794975114,0.0
2050-01-02 23:00:00+00:00,64.310434,12897.059,10898.4,0.0,5894.9696,797.14286,0.0,2817.0,167.4,340.0,-20833.333,9812.148600377555,0.0
2050-01-03 00:00:00+00:00,64.508825,11373.539,10238.4,0.0,7372.1395,797.14286,0.0,2817.0,159.29947,0.0,-20833.333,9220.15985426826,0.0
2050-01-03 01:00:00+00:00,64.737288,9837.5827,9582.0,0.0,9030.8119,797.14286,0.0,2817.0,0.0,0.0,-20833.333,8813.877451571443,0.0
2050-01-03 02:00:00+00:00,64.965751,8419.7769,9090.0,0.0,10485.377,781.8398,0.0,2817.0,0.0,0.0,-20833.333,8590.113285846555,0.0
2050-01-03 03:00:00+00:00,65.194214,7443.4808,8523.6,0.0,11891.858,797.14286,0.0,2817.0,0.0,62.49134,-20833.333,8523.960380920593,0.0
2050-01-03 04:00:00+00:00,65.422677,6809.1992,8048.4,0.0,16222.204,0.0,0.0,0.0,0.0,340.0,-20833.333,8740.750603471113,0.0
2050-01-03 05:00:00+00:00,65.65114,6311.7234,7602.0,0.0,18766.806,0.0,0.0,660.81462,0.0,0.0,-20833.333,9226.934560055639,0.0
2050-01-03 06:00:00+00:00,65.879603,5745.8448,7108.8,0.0,22230.404,0.0,0.0,0.0,0.0,0.0,-20833.333,10272.628576844243,0.0
2050-01-03 07:00:00+00:00,66.108066,5385.1749,6763.2,31.669,23592.659,0.0,0.0,0.0,0.0,0.0,-20833.333,11664.828268020385,0.0
2050-01-03 08:00:00+00:00,66.336529,5273.2428,6278.4,2924.1043,22674.645,0.0,0.0,0.0,0.0,13.740936,-20833.333,12472.212448045315,0.0
2050-01-03 09:00:00+00:00,66.564992,5049.3788,4932.0,7431.6587,20043.148,0.0,0.0,0.0,0.0,0.0,-20833.333,12846.414675875481,0.0
2050-01-03 10:00:00+00:00,66.793455,4701.1457,3824.4,10598.559,18955.749,0.0,0.0,0.0,0.0,51.108205,-20833.333,13182.957592431794,0.0
2050-01-03 11:00:00+00:00,67.021918,4508.3739,3717.6,11221.382,18567.806,0.0,0.0,0.0,0.0,0.0,-20833.333,13350.13313628784,0.0
2050-01-03 12:00:00+00:00,67.250381,4452.4079,4291.2,8149.4893,20485.807,0.0,0.0,0.0,0.0,0.0,-20833.333,13401.54111465572,0.0
2050-01-03 13:00:00+00:00,67.478844,4178.7962,4978.8,4148.639,23121.47,0.0,0.0,0.0,0.0,0.0,-20833.333,13224.20352118468,0.0
2050-01-03 14:00:00+00:00,67.707307,3563.17,6031.2,760.056,25227.979,0.0,0.0,0.0,0.0,145.58348,-20833.333,13017.376092729884,0.0
2050-01-03 15:00:00+00:00,67.93577,3171.4078,7304.4,0.0,25211.673,0.0,0.0,0.0,0.0,0.0,-20833.333,12898.61967632038,0.0
2050-01-03 16:00:00+00:00,68.164233,3289.5583,8109.6,0.0,24873.348,0.0,0.0,0.0,0.0,0.0,-20833.333,13073.765459079399,0.0
2050-01-03 17:00:00+00:00,68.392696,3824.3447,8643.6,0.0,24766.25,0.0,0.0,0.0,0.0,0.0,-20833.333,13770.363443465596,0.0
2050-01-03 18:00:00+00:00,68.621159,4813.0778,9151.2,0.0,23554.932,0.0,0.0,0.0,0.0,0.0,-20833.333,13715.767376789447,0.0
2050-01-03 19:00:00+00:00,68.849622,6031.8933,9564.0,0.0,21881.387,0.0,0.0,0.0,0.0,0.0,-20833.333,13373.645323825907,0.0
2050-01-03 20:00:00+00:00,69.078085,7424.8254,9542.4,0.0,20020.257,0.0,0.0,0.0,0.0,0.0,-20833.333,12789.826054006639,0.0
2050-01-03 21:00:00+00:00,69.306548,8425.9953,9650.4,0.0,18149.962,0.0,0.0,0.0,0.0,0.0,-20833.333,12311.014569767249,0.0
2050-01-03 22:00:00+00:00,69.535011,9333.8886,10140.0,0.0,15777.846,0.0,0.0,0.0,0.0,0.0,-20833.333,12137.263575643134,0.0
2050-01-03 23:00:00+00:00,69.763474,10353.714,10561.2,0.0,13114.958,0.0,0.0,0.0,0.0,0.0,-20833.333,11273.490047400892,0.0
2050-01-04 00:00:00+00:00,69.991937,11715.554,10946.4,0.0,11362.544,0.0,0.0,0.0,0.0,0.0,-20833.333,10718.164353101422,0.0
2050-01-04 01:00:00+00:00,70.278687,13618.398,11774.4,0.0,8933.3965,0.0,0.0,0.0,0.0,0.0,-20833.333,10264.459082422036,0.0
2050-01-04 02:00:00+00:00,70.565438,15695.36,12744.0,0.0,6380.4979,0.0,0.0,0.0,0.0,0.0,-20833.333,9977.730100079467,0.0
2050-01-04 03:00:00+00:00,70.852189,19320.714,13477.2,0.0,2792.4651,0.0,0.0,0.0,0.0,0.0,-20833.333,9859.372212840817,0.0
2050-01-04 04:00:00+00:00,71.13894,23654.971,14107.2,0.0,209.44112,0.0,0.0,0.0,0.0,0.0,-20833.333,9966.571791000519,0.0
2050-01-04 05:00:00+00:00,71.425691,26415.962,14587.2,0.0,706.37889,0.0,0.0,0.0,0.0,0.0,-20833.333,10265.853871056943,0.0
2050-01-04 06:00:00+00:00,71.712442,28654.603,15121.2,0.0,6587.4348,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,11124.646029449748,7347.0243
2050-01-04 07:00:00+00:00,71.999193,30768.874,15853.2,0.0,4976.7452,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,12329.943862229942,7377.5955
2050-01-04 08:00:00+00:00,72.285943,34108.18,16203.6,1720.6823,4712.1954,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,12949.828399169026,11903.836
2050-01-04 09:00:00+00:00,72.572694,36583.122,15266.4,4792.5753,3102.2311,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13342.362171036395,14511.26
2050-01-04 10:00:00+00:00,72.859445,38131.515,14959.2,7421.1023,1490.4536,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13474.867218275329,16636.984
2050-01-04 11:00:00+00:00,73.146196,40382.593,15499.2,8487.292,67.433008,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13597.210234031569,18949.175
2050-01-04 12:00:00+00:00,73.432947,42366.278,16461.6,7695.567,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13621.120914475992,21012.477
2050-01-04 13:00:00+00:00,73.719698,43945.763,18049.2,5098.709,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13421.466684714756,21782.646
2050-01-04 14:00:00+00:00,74.006448,45568.778,20728.8,1498.9993,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13162.235000295643,22745.069
2050-01-04 15:00:00+00:00,74.293199,47253.977,24212.4,0.0,0.0,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13064.40044967382,26512.99
2050-01-04 16:00:00+00:00,74.57995,48323.55,25986.0,0.0,791.27324,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13229.7826938565,29982.341
2050-01-04 17:00:00+00:00,74.866701,49194.132,26910.0,0.0,1523.817,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13963.043730052499,31776.493
2050-01-04 18:00:00+00:00,75.153452,49380.686,27201.6,0.0,1342.3129,0.0,-5.2802028e-26,0.0,0.0,0.0,-20833.333,13941.922626877884,32094.55
