timeindex,elec_Bus_NDE,elec_Bus_SDE,heat_Bus_NDE,heat_Bus_SDE,fuel_Bus_NDE,fuel_Bus_SDE
2050-01-01 00:00:00+00:00,0.0,1.0,0.0,0.25641026,226.13965,-36.758835
2050-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,226.13965,-37.32422
2050-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,226.13965,-37.32422
2050-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,226.13965,-37.32422
2050-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-37.32422
2050-01-01 05:00:00+00:00,0.0,0.0,309.08236,84.975598,226.13965,0.91479923
2050-01-01 06:00:00+00:00,0.0,0.0,309.08236,337.26815,226.13965,114.44645
2050-01-01 07:00:00+00:00,0.0,0.0,309.08236,337.26815,226.13965,114.44645
2050-01-01 08:00:00+00:00,0.0,0.0,309.08236,337.26815,226.13965,114.44645
2050-01-01 09:00:00+00:00,0.0,0.0,309.08236,337.26815,226.13965,114.44645
2050-01-01 10:00:00+00:00,0.0,0.0,309.08236,337.26815,226.13965,114.44645
2050-01-01 11:00:00+00:00,0.0,0.0,309.08236,84.975598,226.13965,114.44645
2050-01-01 12:00:00+00:00,0.0,0.0,309.08236,84.975598,226.13965,0.91479923
2050-01-01 13:00:00+00:00,0.0,0.0,309.08236,84.975598,226.13965,0.91479923
2050-01-01 14:00:00+00:00,0.0,195.44387,309.08236,84.975598,226.13965,88.864543
2050-01-01 15:00:00+00:00,215.42104,235.06568,93.661322,102.20247,226.13965,114.44645
2050-01-01 16:00:00+00:00,215.42104,235.06568,93.661322,102.20247,226.13965,114.44645
2050-01-01 17:00:00+00:00,215.42104,235.06568,93.661322,102.20247,226.13965,114.44645
2050-01-01 18:00:00+00:00,215.42104,235.06568,93.661322,102.20247,226.13965,114.44645
2050-01-01 19:00:00+00:00,215.42104,235.06568,93.661322,102.20247,226.13965,114.44645
2050-01-01 20:00:00+00:00,215.42104,235.06568,93.661322,102.20247,226.13965,114.44645
2050-01-01 21:00:00+00:00,215.42104,235.06568,93.661322,102.20247,226.13965,114.44645
2050-01-01 22:00:00+00:00,235.11331,244.90969,73.969058,84.975598,226.13965,111.12416
2050-01-01 23:00:00+00:00,235.11331,244.90969,73.969058,62.797357,226.13965,101.14395
2050-01-02 00:00:00+00:00,233.21669,242.93405,75.865671,62.290783,226.13965,100.02696
2050-01-02 01:00:00+00:00,215.42104,224.39692,93.661322,57.537671,226.13965,89.546345
2050-01-02 02:00:00+00:00,215.42104,224.39692,93.661322,57.537671,226.13965,89.546345
2050-01-02 03:00:00+00:00,215.42104,224.39692,93.661322,57.537671,226.13965,89.546345
2050-01-02 04:00:00+00:00,215.42104,224.39692,93.661322,84.975598,226.13965,101.89341
2050-01-02 05:00:00+00:00,215.42104,235.06568,93.661322,102.20247,226.13965,114.44645
2050-01-02 06:00:00+00:00,215.42104,224.39692,93.661322,112.87123,226.13965,114.44645
2050-01-02 07:00:00+00:00,225.66305,235.06568,98.11437,102.20247,226.13965,114.44645
2050-01-02 08:00:00+00:00,215.42104,224.39692,93.661322,112.87123,226.13965,114.44645
