timeindex,elec_Bus_NDE,elec_Bus_SDE,heat_Bus_NDE,heat_Bus_SDE,fuel_Bus_NDE,fuel_Bus_SDE
2050-01-01 00:00:00+00:00,0.0,659.59263,0.0,169.12631,550.26621,335.5993
2050-01-01 01:00:00+00:00,0.0,659.59263,0.0,169.12631,550.26621,335.5993
2050-01-01 02:00:00+00:00,0.0,659.59263,0.0,169.12631,550.26621,335.5993
2050-01-01 03:00:00+00:00,0.0,659.59263,0.0,169.12631,550.26621,335.5993
2050-01-01 04:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-01 05:00:00+00:00,0.0,577.59199,129.22631,251.12695,46.2836,335.5993
2050-01-01 06:00:00+00:00,0.0,0.0,633.20892,828.71894,550.26621,335.5993
2050-01-01 07:00:00+00:00,0.0,577.59199,633.20892,251.12695,550.26621,335.5993
2050-01-01 08:00:00+00:00,0.0,0.0,633.20892,828.71894,550.26621,335.5993
2050-01-01 09:00:00+00:00,0.0,0.0,633.20892,828.71894,550.26621,335.5993
2050-01-01 10:00:00+00:00,0.0,0.0,633.20892,828.71894,550.26621,335.5993
2050-01-01 11:00:00+00:00,0.0,388.99052,129.22631,169.12631,46.2836,213.82836
2050-01-01 12:00:00+00:00,0.0,577.59199,104.67331,251.12695,21.730601,335.5993
2050-01-01 13:00:00+00:00,0.0,577.59199,0.0,251.12695,-41.471355,335.5993
2050-01-01 14:00:00+00:00,0.0,577.59199,0.0,251.12695,550.26621,335.5993
2050-01-01 15:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-01 16:00:00+00:00,0.0,605.90522,129.22631,222.81372,46.2836,335.5993
2050-01-01 17:00:00+00:00,0.0,605.90522,633.20892,222.81372,550.26621,335.5993
2050-01-01 18:00:00+00:00,0.0,659.59263,633.20892,169.12631,550.26621,335.5993
2050-01-01 19:00:00+00:00,0.0,659.59263,633.20892,169.12631,550.26621,335.5993
2050-01-01 20:00:00+00:00,0.0,659.59263,104.67331,169.12631,550.26621,335.5993
2050-01-01 21:00:00+00:00,0.0,659.59263,0.0,169.12631,550.26621,335.5993
2050-01-01 22:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-01 23:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-02 00:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-02 01:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-02 02:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-02 03:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-02 04:00:00+00:00,0.0,659.59263,0.0,169.12631,-41.471355,335.5993
2050-01-02 05:00:00+00:00,0.0,577.59199,129.22631,251.12695,46.2836,335.5993
2050-01-02 06:00:00+00:00,0.0,577.59199,633.20892,251.12695,550.26621,335.5993
2050-01-02 07:00:00+00:00,0.0,577.59199,633.20892,251.12695,550.26621,335.5993
2050-01-02 08:00:00+00:00,0.0,577.59199,633.20892,251.12695,550.26621,335.5993
2050-01-02 09:00:00+00:00,0.0,577.59199,129.22631,251.12695,550.26621,335.5993
2050-01-02 10:00:00+00:00,0.0,577.59199,104.67331,251.12695,550.26621,335.5993
2050-01-02 11:00:00+00:00,0.0,577.59199,0.0,251.12695,550.26621,335.5993
2050-01-02 12:00:00+00:00,0.0,577.59199,0.0,251.12695,-41.471355,335.5993
2050-01-02 13:00:00+00:00,0.0,577.59199,0.0,251.12695,550.26621,335.5993
2050-01-02 14:00:00+00:00,441.32743,659.59263,191.88149,169.12631,550.26621,335.5993
2050-01-02 15:00:00+00:00,441.32743,659.59263,191.88149,169.12631,550.26621,335.5993
2050-01-02 16:00:00+00:00,441.32743,659.59263,191.88149,169.12631,550.26621,335.5993
2050-01-02 17:00:00+00:00,441.32743,659.59263,191.88149,169.12631,550.26621,335.5993
2050-01-02 18:00:00+00:00,441.32743,659.59263,191.88149,169.12631,550.26621,335.5993
2050-01-02 19:00:00+00:00,441.32743,659.59263,191.88149,169.12631,550.26621,335.5993
