timeindex,hydro_NDE,offshore_NDE,onshore_NDE,pv_NDE,chp_NDE,acaes_NDE,li-ion_NDE,redox_NDE,phs_NDE,import_export,electricity_NDE,excess_NDE,,
2050-01-01 00:00:00+00:00,56.466786,53003.583,42747.6,0,0,0,0,0,0,-36458.333,9528.60772447555,43753.506,,
2050-01-01 01:00:00+00:00,56.60348,52637.199,46126.8,0,0,0,0,0,0,-36458.333,9207.40750103513,46937.161,,
2050-01-01 02:00:00+00:00,56.740174,51312.11,47766,0,0,0,0,0,0,-36458.333,8814.27596260998,47408.111,,
2050-01-01 03:00:00+00:00,56.876868,50805.278,50805.6,0,0,0,0,0,0,-36458.333,8468.76654768663,49771.806,,
2050-01-01 04:00:00+00:00,57.013562,50072.51,51986.4,0,0,0,0,0,0,-36458.333,8264.92795202079,48498.426,,
2050-01-01 05:00:00+00:00,57.150256,49767.189,51211.2,0,2339.244,0,0,0,0,-36458.333,7954.88605579163,49203.702,,
2050-01-01 06:00:00+00:00,57.28695,49413.018,50227.2,0,8475.5669,0,0,0,0,-22826.768,7383.2213907799,68205.22,,155191141.2
2050-01-01 07:00:00+00:00,57.423644,48234.482,47761.2,0,6603.0474,0,0,0,0,-27933.383,7387.40575668453,57577.501,,
2050-01-01 08:00:00+00:00,57.560338,47068.159,45159.6,299.96669,5751.5559,0,0,0,0,-23783.757,7510.74505003713,57284.477,,
2050-01-01 09:00:00+00:00,57.697032,45846.878,42526.8,1259.3196,4624.6353,0,0,0,0,-21070.965,7975.40939240847,55511.093,,
2050-01-01 10:00:00+00:00,57.833726,44949.237,40276.8,2191.6485,3143.9541,0,0,0,0,-24690.762,8519.57675949671,47651.272,,
2050-01-01 11:00:00+00:00,57.97042,44381.341,38167.2,2540.2584,2188.9275,0,0,0,0,-29899.803,9117.94168222257,38560.091,,
2050-01-01 12:00:00+00:00,58.107114,43538.658,36760.8,2137.6005,1313.5014,0,0,0,0,-36458.333,9344.49542521721,28247.975,,
2050-01-01 13:00:00+00:00,58.243808,43282.189,35634,1289.046,715.86182,0,0,0,0,-36458.333,9220.95689447761,25542.188,,
2050-01-01 14:00:00+00:00,58.380502,42451.718,34261.2,270.24026,751.40107,0,0,0,0,-36458.333,9120.93051501159,22455.813,,
2050-01-01 15:00:00+00:00,58.517196,41413.629,32220,0,976.78519,0,0,0,0,-36458.333,9102.39973358742,19350.336,,
2050-01-01 16:00:00+00:00,58.65389,39441.261,28465.2,0,2458.373,0,0,0,0,-36458.333,9418.81780643315,14788.474,,
2050-01-01 17:00:00+00:00,58.790584,38226.087,26827.2,0,3355.3764,0,0,0,0,-36458.333,10241.1461685354,12010.112,,
2050-01-01 18:00:00+00:00,58.927278,37041.444,26007.6,0,3415.0316,0,0,0,0,-36458.333,10394.1745523912,9912.6327,,
2050-01-01 19:00:00+00:00,59.063972,36180.441,24370.8,0,2999.9839,0,0,0,0,-36458.333,10230.3863523627,7163.7071,,
2050-01-01 20:00:00+00:00,59.200666,35441.567,23751.6,0,1925.8282,0,0,0,0,-36458.333,9870.33126640053,5091.6683,,
2050-01-01 21:00:00+00:00,59.33736,35185.098,24090,0,0,0,0,0,0,-36458.333,9738.22473020016,3380.0144,,
2050-01-01 22:00:00+00:00,59.474054,34708.798,23971.2,0,0,-84.867334,0,0,0,-36458.333,9856.18412453255,4128.3101,,
2050-01-01 23:00:00+00:00,59.610748,34128.69,23624.4,0,0,-440,-1394.457,0,0,-36458.333,9359.04109625603,3670.0808,,
2050-01-02 00:00:00+00:00,59.747442,34153.115,24591.6,0,0,-440,-2817,0,0,-36458.333,8757.08957418333,4491.6483,,
2050-01-02 01:00:00+00:00,59.945832,34165.328,24525.6,0,0,-440,-2817,-115.42434,0,-36458.333,8310.55750219763,4556.2313,,
2050-01-02 02:00:00+00:00,60.144223,34550.032,23588.4,0,0,-440,-2817,-167.4,0,-36458.333,8067.66478849077,4117.8274,,
2050-01-02 03:00:00+00:00,60.342614,34256.924,22561.2,0,0,-440,-2817,-167.4,0,-36458.333,7912.64383131006,2348.4618,,
2050-01-02 04:00:00+00:00,60.541005,33646.284,21466.8,0,0,-440,-2185.586,0,0,-36458.333,7852.07009905586,0,,
2050-01-02 05:00:00+00:00,60.739396,32712.004,20481.6,0,2477.0492,-440,-1424.9729,0,0,-36458.333,7650.22405858269,0,,
2050-01-02 06:00:00+00:00,60.937787,31264.787,19904.4,0,6485.7316,-440,-2817,-167.4,0,-36458.333,7262.87094834858,812.38903,,
2050-01-02 07:00:00+00:00,61.136178,28895.502,18531.6,0,5688.9544,0,0,0,0,-36458.333,7521.10635517133,0,,
2050-01-02 08:00:00+00:00,61.334569,26495.685,16936.8,421.57481,8373.7129,0,0,0,0,-36458.333,8014.66276596875,0,,
2050-01-02 09:00:00+00:00,61.53296,24889.701,15392.4,1218.7836,10186.608,0,0,0,0,-36458.333,8776.01886664604,0,,
2050-01-02 10:00:00+00:00,61.731351,24108.081,14800.8,1870.0626,10705.008,0,0,0,0,-36458.333,9364.81950631479,0,,
2050-01-02 11:00:00+00:00,61.929742,24773.679,14805.6,2229.4821,7891.6837,0,0,0,0,-33186.792,9985.10257242465,0,,
2050-01-02 12:00:00+00:00,62.128133,25457.597,15079.2,1980.8611,8650.3866,0,0,0,0,-35319.997,10023.9574349464,0,,
2050-01-02 13:00:00+00:00,62.326524,26165.939,15630,1143.1163,8757.9597,0,0,0,0,-36458.333,9623.25418678907,0,,
2050-01-02 14:00:00+00:00,62.524915,25555.299,16512,221.59701,9151.2406,0,0,0,0,-36458.333,9355.45449690921,0,,
2050-01-02 15:00:00+00:00,62.723306,24926.34,17632.8,0,9098.2732,0,0,0,0,-36458.333,9297.07257536695,0,,
2050-01-02 16:00:00+00:00,62.921697,23894.357,17743.2,0,10374.102,0,0,0,0,-36458.333,9679.44429761939,0,,
2050-01-02 17:00:00+00:00,63.120088,22343.331,16845.6,0,13087.134,0,0,0,0,-36458.333,10646.4322936359,0,,
2050-01-02 18:00:00+00:00,63.318479,19833.599,15716.4,0,16188.442,0,0,0,0,-36458.333,10840.9058798962,0,,
2050-01-02 19:00:00+00:00,63.51687,18368.062,14710.8,0,16711.063,0,0,0,0,-34756.893,10594.0280376717,0,,
2050-01-02 20:00:00+00:00,63.715261,17391.037,13647.6,0,16611.907,0,0,0,0,-33212.409,10107.0470590101,0,,
2050-01-02 21:00:00+00:00,63.913652,16102.586,12466.8,0,16711.063,0,0,0,0,-32015.291,10017.9797512361,0,,
2050-01-02 22:00:00+00:00,64.112043,14319.516,11685.6,0,16711.063,440,2817,0,0,-33917.19,10201.8927949751,0,,
2050-01-02 23:00:00+00:00,64.310434,12664.681,10898.4,0,16711.063,440,2817,0,0,-32864.325,9812.14860037756,0,,
2050-01-03 00:00:00+00:00,64.508825,11168.612,10238.4,0,16711.063,0,660.81462,0,0,-28787.759,9220.15985426826,0,,
2050-01-03 01:00:00+00:00,64.737288,9660.3305,9582,0,16711.063,440,2817,159.29947,0,-29646.245,8813.87745157144,0,,
2050-01-03 02:00:00+00:00,64.965751,8268.0705,9090,0,16711.063,440,0,0,0,-24883.264,8590.11328584656,0,,
2050-01-03 03:00:00+00:00,65.194214,7309.3651,8523.6,0,16711.063,0,2817,0,0,-25432.943,8523.96038092059,0,,
2050-01-03 04:00:00+00:00,65.422677,6686.512,8048.4,0,16711.063,440,2817,167.4,340,-24287.715,8740.75060347111,0,,
2050-01-03 05:00:00+00:00,65.65114,6197.9997,7602,0,16711.063,0,0,0,0,-17014.4,9226.93456005564,0,,
2050-01-03 06:00:00+00:00,65.879603,5642.3169,7108.8,0,16711.063,0,0,0,0,-12933.397,10272.6285768442,0,,
2050-01-03 07:00:00+00:00,66.108066,5288.1455,6763.2,8.1072078,16711.063,0,0,0,0,-11451.753,11664.8282680204,0,,
2050-01-03 08:00:00+00:00,66.336529,5178.2303,6278.4,748.56552,16711.063,0,0,0,0,-10981.36,12472.2124480453,0,,
2050-01-03 09:00:00+00:00,66.564992,4958.3997,4932,1902.4914,16711.063,0,0,0,0,-10703.494,12846.4146758755,0,,
2050-01-03 10:00:00+00:00,66.793455,4616.4411,3824.4,2713.2122,16711.063,0,0,0,0,-10246.432,13182.9575924318,0,,
2050-01-03 11:00:00+00:00,67.021918,4427.1426,3717.6,2872.654,16711.063,0,0,0,0,-9942.8278,13350.1331362878,0,,
2050-01-03 12:00:00+00:00,67.250381,4372.185,4291.2,2086.2548,16711.063,0,0,0,0,-9947.249,13401.5411146557,0,,
2050-01-03 13:00:00+00:00,67.478844,4103.5032,4978.8,1062.0442,16711.063,0,0,0,0,-9617.3439,13224.2035211847,0,,
2050-01-03 14:00:00+00:00,67.707307,3498.9693,6031.2,194.57299,16711.063,0,0,0,0,-9357.3253,13017.3760927299,0,,
2050-01-03 15:00:00+00:00,67.93577,3114.2658,7304.4,0,16711.063,431.55315,2817,167.4,340,-13851.891,12898.6196763204,0,,
2050-01-03 16:00:00+00:00,68.164233,3230.2875,8109.6,0,16711.063,0,0,0,0,-10542.829,13073.7654590794,0,,
2050-01-03 17:00:00+00:00,68.392696,3755.4382,8643.6,0,16711.063,0,0,0,0,-10905.61,13770.3634434656,0,,
2050-01-03 18:00:00+00:00,68.621159,4726.3564,9151.2,0,16711.063,0,0,0,0,-12438.953,13715.7673767894,0,,
2050-01-03 19:00:00+00:00,68.849622,5923.2115,9564,0,16711.063,0,0,0,0,-14390.958,13373.6453238259,0,,
2050-01-03 20:00:00+00:00,69.078085,7291.0459,9542.4,0,16711.063,0,0,0,0,-16541.848,12789.8260540066,0,,
2050-01-03 21:00:00+00:00,69.306548,8274.1769,9650.4,0,16711.063,0,0,0,0,-18873.668,12311.0145697673,0,,
2050-01-03 22:00:00+00:00,69.535011,9165.7118,10140,0,16711.063,0,0,0,0,-21754.03,12137.2635756431,0,,
2050-01-03 23:00:00+00:00,69.763474,10167.162,10561.2,0,16711.063,0,0,0,340,-25504.964,11273.4900474009,0,,
2050-01-04 00:00:00+00:00,69.991937,11504.464,10946.4,0,16711.063,0,0,0,0,-27342.178,10718.1643531014,0,,
2050-01-04 01:00:00+00:00,70.278687,13373.024,11774.4,0,16711.063,0,0,0,272.92397,-30286.669,10264.459082422,0,,
2050-01-04 02:00:00+00:00,70.565438,15412.563,12744,0,16711.063,0,0,0,0,-33183.81,9977.73010007947,0,,
2050-01-04 03:00:00+00:00,70.852189,18972.596,13477.2,0,16099.823,0,0,0,0,-36458.333,9859.37221284082,0,,
2050-01-04 04:00:00+00:00,71.13894,23228.759,14107.2,0,12885.117,0,0,0,0,-36458.333,9966.57179100052,0,,
2050-01-04 05:00:00+00:00,71.425691,25940.003,14587.2,0,12290.565,0,0,0,0,-36458.333,10265.8538710569,0,,
2050-01-04 06:00:00+00:00,71.712442,28138.308,15121.2,0,13079.08,0,0,0,0,-36458.333,11124.6460294497,0,,
2050-01-04 07:00:00+00:00,71.999193,30214.485,15853.2,0,11473.635,0,0,0,0,-36458.333,12329.9438622299,0,,
2050-01-04 08:00:00+00:00,72.285943,33493.624,16203.6,440.49162,9063.5965,0,0,0,0,-36458.333,12949.828399169,107.57356,,
2050-01-04 09:00:00+00:00,72.572694,35923.972,15266.4,1226.8908,7453.6322,0,0,0,0,-36458.333,13342.3621710364,384.91005,,
2050-01-04 10:00:00+00:00,72.859445,37444.467,14959.2,1899.789,5841.8547,0,0,0,0,-36329.765,13474.8672182753,655.67526,,
2050-01-04 11:00:00+00:00,73.146196,39654.985,15499.2,2172.7317,4418.8341,0,0,0,0,-34449.072,13597.2102340316,4014.7527,,
2050-01-04 12:00:00+00:00,73.432947,41602.928,16461.6,1970.0515,3524.0065,0,0,0,0,-36458.333,13621.120914476,3794.702,,
2050-01-04 13:00:00+00:00,73.719698,43153.954,18049.2,1305.2605,3015.5777,0,0,0,0,-36458.333,13421.4666847148,5960.0496,,
2050-01-04 14:00:00+00:00,74.006448,44747.726,20728.8,383.74117,3342.6838,0,0,0,0,-36458.333,13162.2350002956,9898.5262,,
2050-01-04 15:00:00+00:00,74.293199,46402.561,24212.4,0,3870.8769,0,0,0,0,-36458.333,13064.4004496738,15279.535,,
2050-01-04 16:00:00+00:00,74.57995,47452.862,25986,0,5142.6743,0,0,0,0,-36458.333,13229.7826938565,19210.138,,
2050-01-04 17:00:00+00:00,74.866701,48307.759,26910,0,5875.218,0,0,0,0,-36458.333,13963.0437300525,20988.604,,
2050-01-04 18:00:00+00:00,75.153452,48490.951,27201.6,0,5693.714,0,0,0,0,-36458.333,13941.9226268779,21303.3,,
2050-01-04 19:00:00+00:00,75.440203,47959.694,26874,0,5272.864,0,0,0,0,-36458.333,13617.5343151292,20348.268,,
2050-01-04 20:00:00+00:00,75.726954,47153.649,26815.2,0,3989.2806,0,0,0,0,-36458.333,12943.4522225525,18874.208,,
2050-01-04 21:00:00+00:00,76.013704,46396.455,26864.4,0,735.98864,0,0,0,0,-36458.333,12460.6556097955,15396.006,,
2050-01-04 22:00:00+00:00,76.300455,45401.111,26647.2,0,0,0,0,0,0,-36458.333,12305.0369041893,14510.735,,
2050-01-04 23:00:00+00:00,76.587206,44955.343,26583.6,0,0,0,0,0,0,-36458.333,11532.5224763007,15452.15,,
2050-01-05 00:00:00+00:00,76.873957,43813.446,25819.2,0,0,0,0,0,0,-36458.333,10913.0364504002,14691.311,,
2050-01-05 01:00:00+00:00,77.317147,43111.21,25575.6,0,0,0,0,0,0,-36458.333,10492.0091211453,14005.884,,
2050-01-05 02:00:00+00:00,77.760336,42598.272,25744.8,0,0,0,0,0,0,-36458.333,10214.6451482083,13722.05,,
2050-01-05 03:00:00+00:00,78.203526,43221.125,26136,0,0,0,0,0,0,-36458.333,10087.7192555089,14228.449,,
2050-01-05 04:00:00+00:00,78.646716,43960,26299.2,0,0,0,0,0,0,-36458.333,10149.488539011,13972.162,,
2050-01-05 05:00:00+00:00,79.089905,44485.15,26071.2,0,6026.2598,0,0,0,0,-36458.333,10547.4022098985,19898.102,,
2050-01-05 06:00:00+00:00,79.533095,45059.152,26343.6,0,14073.724,0,0,0,0,-15373.552,11410.7772271022,49013.818,,
2050-01-05 07:00:00+00:00,79.976285,45578.197,26575.2,51.345649,11983.073,0,0,0,0,-26016.25,12625.6393429396,35868.04,,
2050-01-05 08:00:00+00:00,80.419474,46042.283,25134,1461.9998,11733.392,0,0,0,0,-3913.7099,13109.0337222544,57671.488,,
2050-01-05 09:00:00+00:00,80.862664,45938.474,21193.2,2983.4525,9912.1867,0,0,0,0,0,13296.7326027273,57053.581,,
2050-01-05 10:00:00+00:00,81.305853,45706.431,18758.4,3975.2342,8268.4964,0,0,0,0,0,13464.3066757541,53567.698,,
2050-01-05 11:00:00+00:00,81.749043,44906.492,17406,4080.6279,6785.2767,0,0,0,0,0,13614.3462268209,49887.937,,
2050-01-05 12:00:00+00:00,82.192233,43599.722,17697.6,3421.2417,5812.4804,0,0,0,0,0,13565.5285702035,47289.845,,
2050-01-05 13:00:00+00:00,82.635422,42341.803,18631.2,2094.362,5197.4338,0,0,0,0,-12004.296,13425.8503061386,33159.425,,
2050-01-05 14:00:00+00:00,83.078612,41963.206,21595.2,594.52857,5474.8575,0,0,0,0,-35088.469,13156.2573347177,11708.281,,
2050-01-05 15:00:00+00:00,83.521802,43679.105,26358,0,6151.7352,0,0,0,0,-36458.333,13020.5641810382,17035.602,,
2050-01-05 16:00:00+00:00,83.964991,45901.836,28897.2,0,7484.457,0,0,0,0,-27066.569,13239.9447253391,32303.081,,
2050-01-05 17:00:00+00:00,84.408181,46805.584,29857.2,0,8287.7166,0,0,0,0,-22570.202,14087.77781204,38619.066,,
2050-01-05 18:00:00+00:00,84.851371,47117.01,30037.2,0,7931.4175,0,0,0,0,-23642.671,14069.6455416543,37700.3,,
2050-01-05 19:00:00+00:00,85.29456,47184.181,29872.8,0,7549.1892,0,0,0,0,-22950.558,13782.318792754,38200.725,,
2050-01-05 20:00:00+00:00,85.73775,47263.564,30679.2,0,6187.2744,0,0,0,0,-24843.678,12925.1206966476,36689.115,,
2050-01-05 21:00:00+00:00,86.18094,47300.202,31760.4,0,2876.5032,0,0,0,0,-36458.333,12212.5822525876,23594.508,,
2050-01-05 22:00:00+00:00,86.624129,46781.158,32658,0,0,0,0,0,0,-36458.333,12061.7456613116,21247.841,,
2050-01-05 23:00:00+00:00,87.067319,45486.601,33652.8,0,0,0,0,0,0,-25528.897,11363.7528882905,33617.279,,
2050-01-06 00:00:00+00:00,87.510509,43160.061,35749.2,0,0,0,0,0,0,-16200.783,10769.5723314693,44389.723,,
2050-01-06 01:00:00+00:00,87.892659,40589.265,35786.4,0,0,0,0,0,0,-12489.856,10325.6305812341,47243.372,,
2050-01-06 02:00:00+00:00,88.27481,38433.704,36288,0,0,0,0,0,0,-7823.8026,9976.93307800235,50396.969,,
2050-01-06 03:00:00+00:00,88.656961,36986.487,37236,0,0,0,0,0,0,-4990.8684,9779.47065895314,52313.373,,
2050-01-06 04:00:00+00:00,89.039112,37047.551,37274.4,0,0,0,0,0,0,-5638.133,9808.76125655005,50472.293,,
2050-01-06 05:00:00+00:00,89.421263,38030.682,33481.2,0,2606.3323,0,0,0,0,-20773.353,9860.36849043716,33816.051,,
2050-01-06 06:00:00+00:00,89.803414,38586.364,31627.2,0,8980.188,0,0,0,0,0,10390.9864640829,59134.707,,
2050-01-06 07:00:00+00:00,90.185564,37059.764,31029.6,0,7583.2779,-440,-2817,0,0,0,11327.0898364807,51420.875,,
2050-01-06 08:00:00+00:00,90.567715,35734.674,30039.6,118.90571,7283.0075,0,0,0,0,0,11884.0095568021,51624.883,,
2050-01-06 09:00:00+00:00,90.949866,33286.006,28429.2,459.40844,5778.9357,0,0,-167.4,0,-16591.35,12175.3214160878,29352.566,,
2050-01-06 10:00:00+00:00,91.332017,29267.993,24164.4,894.49526,4210.6756,-325.47945,-2817,-167.4,0,-21853.073,12516.0486985487,11192.032,,
2050-01-06 11:00:00+00:00,91.714168,24871.382,21422.4,1097.1755,2834.255,-440,-1730.5408,0,0,-25549.68,12838.8429661433,0,,
2050-01-06 12:00:00+00:00,92.096318,19607.662,18355.2,924.22169,1991.1044,0,0,-83.7,0,-18305.819,12822.9025064696,0,,
2050-01-06 13:00:00+00:00,92.478469,15650.712,15962.4,426.97961,1539.2482,0,1141.3776,0,0,-12470.343,12584.9911807444,0,,
2050-01-06 14:00:00+00:00,92.86062,12426.531,13632,48.643247,6810.1721,440,2817,167.4,0,-16491.025,12331.7371619034,0,,
2050-01-06 15:00:00+00:00,93.242771,9245.0951,12810,0,7390.7894,440,2817,167.4,0,-13216.229,12181.8968663559,0,,
2050-01-06 16:00:00+00:00,93.624922,6778.108,13203.6,0,3569.6999,0,0,0,0,-1524.9469,12362.2232926159,0,,
2050-01-06 17:00:00+00:00,94.007073,5104.9534,14245.2,0,4278.6716,0,0,0,0,-931.45375,13033.5158079229,0,,
2050-01-06 18:00:00+00:00,94.389223,3926.4175,15568.8,0,4168.4274,-440,-574.07867,0,0,0,12986.0929399403,0,,
2050-01-06 19:00:00+00:00,94.771374,2924.9673,15028.8,0,3746.1268,0,-777.99359,0,0,1292.1091,12550.9184506851,0,,
2050-01-06 20:00:00+00:00,95.153525,2381.4974,14708.4,0,2521.292,0,0,0,0,1946.6875,11895.1678840133,0,,
2050-01-06 21:00:00+00:00,95.535676,3602.7781,16478.4,0,0,-440,0,0,0,1543.5092,11522.3604266858,0,,
2050-01-06 22:00:00+00:00,95.917827,7730.707,21602.4,0,0,-440,-2817,0,0,0,11244.7972163618,6057.587,,
2050-01-06 23:00:00+00:00,96.299978,13269.215,25464,0,0,-440,-2817,0,0,0,10407.1261792759,18635.498,,
2050-01-07 00:00:00+00:00,96.682128,16835.355,26842.8,0,0,-440,-2817,-115.42434,0,0,9662.50756034939,26449.238,,
2050-01-07 01:00:00+00:00,96.939957,17030.76,25671.6,0,0,-440,-2817,-167.4,0,0,9334.73190477309,23428.413,,
2050-01-07 02:00:00+00:00,97.197786,15308.754,22940.4,0,0,-440,-2817,-167.4,0,0,9200.23428420922,21114.084,,
2050-01-07 03:00:00+00:00,97.455615,14502.709,18632.4,0,0,-440,-2817,-167.4,0,-9057.8389,9192.06480791925,4539.0878,,
2050-01-07 04:00:00+00:00,97.713443,12573.085,14090.4,0,0,-84.867334,-835.94363,0,0,-9987.6386,9482.5796451279,0,,
2050-01-07 05:00:00+00:00,97.971272,9000.8389,10192.8,0,16711.063,0,0,0,0,-23208.045,9891.65164322677,0,,
2050-01-07 06:00:00+00:00,98.229101,5520.1889,6687.6,0,16576.154,0,0,0,0,-13716.433,10751.0415500451,0,,
2050-01-07 07:00:00+00:00,98.48693,3205.8619,4011.6,0,16711.063,440,2817,167.4,0,-11468.712,11866.6743084935,0,,
2050-01-07 08:00:00+00:00,98.744759,1966.262,2431.2,375.63396,16711.063,440,2817,159.29947,80.109184,-8996.7681,12444.7151501218,0,,
2050-01-07 09:00:00+00:00,99.002587,1673.1546,1998,1072.8538,16711.063,440,2817,0,0,-8904.3372,12718.4925055797,0,,
2050-01-07 10:00:00+00:00,99.260416,1435.0048,2509.2,1629.5488,16711.063,431.55315,1022.0235,0,0,-7718.7758,12928.1095294366,0,,
2050-01-07 11:00:00+00:00,99.518245,2002.9004,4735.2,1516.0479,16711.063,440,2817,0,0,-12313.239,13128.7600367941,0,,
2050-01-07 12:00:00+00:00,99.776074,4353.8658,7282.8,1016.1034,16711.063,440,2817,167.4,340,-17421.012,13137.9258088128,0,,
2050-01-07 13:00:00+00:00,100.0339,8994.7325,9808.8,462.11085,16711.063,0,2455.7911,0,0,-22990.187,12943.850733591,0,,
2050-01-07 14:00:00+00:00,100.29173,14844.667,13316.4,70.262468,16711.063,0,0,0,0,-29724.097,12649.7492970355,0,,
2050-01-07 15:00:00+00:00,100.54956,21634.988,16206,0,12668.708,0,0,0,0,-34248.204,12539.9593971254,0,,
2050-01-07 16:00:00+00:00,100.80739,27423.859,18411.6,0,4222.051,0,0,0,0,-30377.177,12853.3886371821,0,,
2050-01-07 17:00:00+00:00,101.06522,30550.337,20220,0,1884.8872,0,0,0,0,-31125.261,13375.6378790186,0,,
2050-01-07 18:00:00+00:00,101.32305,30532.018,20916,0,1205.0636,0,0,0,0,-30900.088,13241.9372805318,0,,
2050-01-07 19:00:00+00:00,101.58087,27857.413,20576.4,0,440.70308,0,0,0,0,-27372.609,12776.8744452542,0,,
2050-01-07 20:00:00+00:00,101.8387,26324.706,19992,0,0,0,0,0,0,-25205.925,12016.9131332118,0,,
2050-01-07 21:00:00+00:00,102.09653,25109.532,20247.6,0,0,0,0,0,0,-21175.228,11521.1648935702,4143.1607,,
2050-01-07 22:00:00+00:00,102.35436,24163.039,20835.6,0,0,0,0,0,0,-15930.166,11331.4734579046,10129.574,,
2050-01-07 23:00:00+00:00,102.61219,25036.255,21776.4,0,0,0,0,0,0,-9067.078,10559.9553076124,20555.83,,
2050-01-08 00:00:00+00:00,102.87002,26391.876,21010.8,0,0,0,0,0,0,-4098.5255,9901.61441919014,28094.148,,
2050-01-08 01:00:00+00:00,103.11254,28950.46,21036,0,0,0,0,0,0,0,9461.45854195325,37271.817,,
2050-01-08 02:00:00+00:00,103.35506,30367.145,21735.6,0,0,0,0,0,0,0,9208.00526759293,37387.521,,
2050-01-08 03:00:00+00:00,103.59758,30629.721,23593.2,0,0,0,0,0,0,0,9046.80738931491,41528.27,,
2050-01-08 04:00:00+00:00,103.8401,30074.038,24823.2,0,0,0,0,0,0,0,9056.1723987205,39316.321,,
2050-01-08 05:00:00+00:00,104.08262,30580.869,26569.2,0,0,0,0,0,0,-3939.9197,8903.343270384,37171.632,,
2050-01-08 06:00:00+00:00,104.32514,32895.196,28876.8,0,0,0,0,0,0,-4477.4415,8781.39876566627,39245.949,,
2050-01-08 07:00:00+00:00,104.56767,34556.138,30943.2,5.4048052,0,0,0,0,0,0,9475.60570195353,47550.374,,
2050-01-08 08:00:00+00:00,104.81019,39905.348,33306,589.12377,0,0,0,0,0,0,10327.4238990397,55424.183,,
2050-01-08 09:00:00+00:00,105.05271,44772.151,36525.6,1551.1791,0,0,0,0,0,0,10832.3378744354,64557.111,,
2050-01-08 10:00:00+00:00,105.29523,47880.311,39060,2407.8407,0,0,0,0,0,0,11118.0705791816,71383.949,,
2050-01-08 11:00:00+00:00,105.53775,50084.722,42670.8,3172.6207,0,0,0,0,0,0,11295.0096616141,78051.266,,
2050-01-08 12:00:00+00:00,105.78027,53223.414,48534,2959.1309,0,0,0,0,0,0,11345.4213623856,87096.013,,
2050-01-08 13:00:00+00:00,106.02279,56062.892,53541.6,1748.4545,0,0,0,0,0,0,11068.8544115257,94264.494,,
2050-01-08 14:00:00+00:00,106.26531,56868.937,56488.8,432.38442,0,0,0,0,0,0,10801.4532508166,97016.93,,
2050-01-08 15:00:00+00:00,106.50783,56014.04,57414,0,0,0,0,0,0,0,10817.7922215288,96391.366,,
2050-01-08 16:00:00+00:00,106.75035,55238.527,56258.4,0,0,0,0,0,0,0,11207.9349090327,93589.847,,
2050-01-08 17:00:00+00:00,106.99288,53937.863,54711.6,0,0,0,0,0,0,0,12134.6732538927,88315.498,,
2050-01-08 18:00:00+00:00,107.2354,52099.836,51927.6,0,0,0,0,0,0,-1924.8066,12131.8836766229,82597.801,,
2050-01-08 19:00:00+00:00,107.47792,50304.553,47589.6,0,0,0,0,0,0,-4213.2117,11700.0965311953,74665.063,,
2050-01-08 20:00:00+00:00,107.72044,47684.906,42462,0,0,0,0,0,0,-5914.8774,10842.6991795696,66341.201,,
2050-01-08 21:00:00+00:00,107.96296,42860.847,37172.4,0,0,0,0,0,0,-9947.7176,10393.9752968719,53543.896,,
2050-01-08 22:00:00+00:00,108.20548,37377.297,31545.6,0,0,0,0,0,0,-9977.4727,10356.9137340236,44277.263,,
2050-01-08 23:00:00+00:00,108.448,32980.686,25956,0,0,0,0,0,0,-3889.7548,9651.94699969589,41939.358,,
2050-01-09 00:00:00+00:00,108.69052,30666.359,21783.6,0,0,0,0,0,0,0,8878.237056824,38334.383,,
2050-01-09 01:00:00+00:00,108.88634,29622.164,18346.8,0,0,0,0,0,0,0,8336.26150044771,36318.296,,
2050-01-09 02:00:00+00:00,109.08217,28999.311,16167.6,0,0,0,0,0,0,0,8110.10625035934,33825.026,,
2050-01-09 03:00:00+00:00,109.27799,30819.019,15703.2,0,0,0,0,0,0,0,8064.47670018249,32727.422,,
2050-01-09 04:00:00+00:00,109.47381,33878.327,15988.8,0,0,0,0,0,0,0,8113.49359418689,37273.606,,
2050-01-09 05:00:00+00:00,109.66963,35820.164,16129.2,0,0,0,0,0,0,-4356.2376,8063.48042258615,32123.659,,
2050-01-09 06:00:00+00:00,109.86545,39398.516,16305.6,0,0,0,0,0,0,-19655.47,7709.60225772129,19804.716,,
2050-01-09 07:00:00+00:00,110.06127,42280.739,17253.6,0,0,0,0,0,0,-5812.7642,7986.56770148746,37840.55,,
2050-01-09 08:00:00+00:00,110.25709,44332.49,19147.2,148.63214,0,0,0,0,0,-2467.1598,8598.28276213654,45186.493,,
2050-01-09 09:00:00+00:00,110.45291,45639.261,20272.8,697.21987,0,0,0,0,0,-13892.239,9282.12839328961,35432.957,,
2050-01-09 10:00:00+00:00,110.64873,46475.838,20625.6,1724.1329,0,0,0,0,0,-10076.852,9907.99059580668,42553.063,,
2050-01-09 11:00:00+00:00,110.84456,46817.797,22485.6,2505.1272,0,0,0,0,0,-15953.39,10642.6464387698,37714.674,,
2050-01-09 12:00:00+00:00,111.04038,47251.351,24028.8,2545.6633,0,-84.867334,0,0,0,-29008.207,10632.6836446742,26745.08,,
2050-01-09 13:00:00+00:00,111.2362,46775.052,25988.4,1502.5358,0,-440,-1273.13,0,0,-36458.333,10338.781463638,20124.975,,
